table,var,format,description,nomenclature
T_MCOaa_nnSTC,FAC_MNT_TM_CTL,char,Code retour contrôle « montant à facturer au titre du ticket modérateur»,-
T_MCOaa_nnSTC,FAC_NBR_VEN,num,Nombre de venues de la facture,-
T_MCOaa_nnSTC,FAC_SEJ_AM,char,Séjour facturable à l’assurance maladie,-
T_MCOaa_nnSTC,FJ_COD_PEC,char,Code de prise en charge du forfait journalier ,-
T_MCOaa_nnSTC,GES_COD,char,Code gestion,-
T_MCOaa_nnSTC,GES_COD_CTL,char,Code retour contrôle « code gestion »,-
T_MCOaa_nnSTC,ID_MAM_ENF,char,N° chaînage mère-enfant,-
T_MCOaa_nnSTC,MAJ_MNT_CTL,char,Code retour contrôle « montant lié à la majoration au parcours de soin »,-
T_MCOaa_nnSTC,MAJ_MNT_PS,num,Montant lié à la majoration au parcours de soins,-
T_MCOaa_nnSTC,NAT_ASS,char,Nature d'assurance,-
T_MCOaa_nnSTC,NAT_ASS_CTL,char,Code retour contrôle « nature d’assurance »,-
T_MCOaa_nnSTC,NAT_PJ_DT,char,Nature de la pièce justificative des droits,-
T_MCOaa_nnSTC,NAT_PJ_DT_CTL,char,Code retour contrôle «Nature de la pièce justificative des droits«,-
T_MCOaa_nnSTC,NBR_VEN_CTL,char,Code retour contrôle « nombre de venues de la facture »,-
T_MCOaa_nnSTC,NOE_RGM,char,Code grand régime,-
T_MCOaa_nnSTC,NOE_RGM_CTL,char,Code retour contrôle « code grand régime »,-
T_MCOaa_nnSTC,NON_FAC_AM,char,Motif de la non facturation à l'assurance maladie,-
T_MCOaa_nnSTC,NON_FAC_AM_CTL,char,Code retour contrôle « motif de la non facturation à l'assurance maladie »,-
T_MCOaa_nnSTC,PA_COD,char,Code participation assuré ,-
T_MCOaa_nnSTC,PA_COD_CTL,char,Code retour contrôle « Code participation assuré »,-
T_MCOaa_nnSTC,PEC_SOI_URG,char,Confirmation de la prise en charge dans le cadre du dispositif des soins urgents ,-
T_MCOaa_nnSTC,PEC_SOI_URG_CTL,char,Code retour contrôle «Confirmation de la prise en charge dans le cadre du dispositif des soins urgents« ,-
T_MCOaa_nnSTC,REG_PEC_ASS,char,Régime de prestation de l’assuré,-
T_MCOaa_nnSTC,REG_PEC_ASS_CTL,char,Code retour contrôle «Régime de prestation de l’assuré«,-
T_MCOaa_nnSTC,REM_BAS_CTL,char,Code retour contrôle « montant base remboursement »,-
T_MCOaa_nnSTC,REM_BAS_MNT,num,Montant base remboursement,-
T_MCOaa_nnSTC,REM_TAU,num,Taux de remboursement,-
T_MCOaa_nnSTC,REM_TAU_CTL,char,Code retour contrôle « taux de remboursement »,-
T_MCOaa_nnSTC,RSA_NUM,char,N° séquentiel dans fichier PMSI,-
T_MCOaa_nnSTC,SEJ_FAC_CTL,char,Code retour contrôle « séjour facturable à l’assurance maladie »,-
T_MCOaa_nnSTC,TOP_ECL_FLX,char,Top éclatement des flux par l’établissement,-
T_MCOaa_nnSTC,TOP_ECL_FLX_CTL,char,Code retour contrôle «Top éclatement des flux par l’établissement«,-
T_MCOaa_nnSTC,TOT_MNT_AM,num,Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes),-
T_MCOaa_nnSTC,TOT_MNT_AM_CTL,char,Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »),-
T_MCOaa_nnSTC,TOT_MNT_AMC,num,Montant total du séjour remboursable pour l'AMC,-
T_MCOaa_nnSTC,TOT_MNT_AMC_CTL,char,Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,-
T_MCOaa_nnSTC,RAC_MNT_PAT_CTL,char,Code retour contrôle « Montant total du séjour facturé au patient «,-
T_MCOaa_nnSTC,NBR_REJET_AMO_CTL,char,Code retour contrôle « Rejet AMO «,-
T_MCOaa_nnSTC,FAC_AMO_DT_CTL,char,Code retour contrôle « Date de facturation AMO «,-
T_MCOaa_nnSTC,FAC_AMC_DT_CTL,char,Code retour contrôle « Date de facturation AMC «,-
T_MCOaa_nnSTC,FAC_RAC_DT_CTL,char,Code retour contrôle « Date de facturation patient «,-
T_MCOaa_nnSTC,PAI_AMO_DT_CTL,char,Code retour contrôle « Date de paiement AMO «,-
T_MCOaa_nnSTC,PAI_AMC_DT_CTL,char,Code retour contrôle « Date de paiement AMC «,-
T_MCOaa_nnSTC,PAI_RAC_DT_CTL,char,Code retour contrôle « Date de paiement patient «,-
T_MCOaa_nnSTC,VALID_FAC_AMO_CTL,char,Code retour contrôle « Statut FT AMO «,-
T_MCOaa_nnSTC,VALID_FAC_AMC_CTL,char,Code retour contrôle « Statut FT AMC «,-
T_MCOaa_nnSTC,VALID_FAC_RAC_CTL,char,Code retour contrôle « Statut FT patient «,-
T_MCOaa_nnSTC,PAYS_ASS_PAT_CTL,char,Code retour contrôle « Pays d’assurance social «,-
T_MCOaa_nnSTC,RAC_MNT_PAT,num,Montant total du séjour facturé au patient,-
T_MCOaa_nnSTC,NBR_REJET_AMO,char,Rejet AMO,-
T_MCOaa_nnSTC,FAC_AMO_DT,char,Date de facturation AMO,-
T_MCOaa_nnSTC,FAC_AMC_DT,char,Date de facturation AMC,-
T_MCOaa_nnSTC,FAC_RAC_DT,char,Date de facturation patient,-
T_MCOaa_nnSTC,PAI_AMO_DT,char,Date de paiement AMO,-
T_MCOaa_nnSTC,PAI_AMC_DT,char,Date de paiement AMC,-
T_MCOaa_nnSTC,PAI_RAC_DT,char,Date de paiement patient,-
T_MCOaa_nnSTC,VALID_FAC_AMO,char,Statut FT AMO,-
T_MCOaa_nnSTC,VALID_FAC_AMC,char,Statut FT AMC,-
T_MCOaa_nnSTC,VALID_FAC_RAC,char,Statut FT patient,-
T_MCOaa_nnSTC,PAYS_ASS_PAT,char,Pays d’assurance social,-
T_MCOaa_nnUM,ACT_RUM_NBR,num,Nombre de zones d'actes du RUM (Nb_Act_R_1),-
T_MCOaa_nnUM,AGE_GES,num,Age gestationnel du RUM,-
T_MCOaa_nnUM,AUT_TYP1_UM,char,Premier type d'autorisation d'UM,-
T_MCOaa_nnUM,AUT_TYP2_UM,char,Deuxième type d'autorisation d'UM,-
T_MCOaa_nnUM,DGN_ASS_NBR,num,Nombre de diagnostics associés du RUM (Nb_DA_R_1),-
T_MCOaa_nnUM,DGN_PAL,char,DP,-
T_MCOaa_nnUM,DGN_REL,char,DR,-
T_MCOaa_nnUM,ETA_NUM,char,Numéro FINESS e-PMSI,-
T_MCOaa_nnUM,ETA_NUM_GEO,char,Premier numéro FINESS géographique,-
T_MCOaa_nnUM,IGS2_COD,char,IGS2,-
T_MCOaa_nnUM,PAR_DUR_SEJ,num,Durée séjour partielle,-
T_MCOaa_nnUM,RSA_NUM,char,N° d'index du RSA ,-
T_MCOaa_nnUM,RSS_NUM,char,Numéro de version du format du RSA,-
T_MCOaa_nnUM,SUP_TYP1_NAT,char,Nature du supplément pour le premier type,-
T_MCOaa_nnUM,SUP_TYP1_NBR,num,Nombre de supplément pour le premier type,-
T_MCOaa_nnUM,SUP_TYP2_NAT,char,Nature du supplément pour le deuxième type,-
T_MCOaa_nnUM,SUP_TYP2_NBR,num,Nombre de supplément pour le deuxième type,-
T_MCOaa_nnUM,UM_ORD_NUM,num,N° séquentiel de RUM,-
T_MCOaa_nnUPGV,AUT_TYP_PGV,char,Type d'autorisation à portée globale valide ,-
T_MCOaa_nnUPGV,ETA_NUM,char,Numéro FINESS,-
T_MCOaa_nnUPGV,RSA_NUM,char,N° d'index du RSA ,-
T_MCOaa_nnUPGV,RSS_NUM,char,Numéro de version du format du RSA,-
T_MCOaa_nnVALO,COEFGEO,num,Coefficient géographique,-
T_MCOaa_nnVALO,COEFPRUD,num,coefficient prudentiel ,-
T_MCOaa_nnVALO,COEFTRANS,num,Coefficient de transition,-
T_MCOaa_nnVALO,ETA_NUM,char,Numéro FINESS de l’établissement,-
T_MCOaa_nnVALO,ETE_GHS_NUM,num,GHS au format DCIR,-
T_MCOaa_nnVALO,FLAG_FIDES,char,Indicateur FIDES GENRSA ; vaut 1 si le séjour est pris en charge dans le cadre de FIDES,-
T_MCOaa_nnVALO,GHS_NUM,char,Numéro du GHS,-
T_MCOaa_nnVALO,GHS50,num,Nb séjours avec réhospitalisation dans le même GHM,-
T_MCOaa_nnVALO,MNT_18,num,Montant participation forfaitaire du 18 euros,-
T_MCOaa_nnVALO,MNT_9610_AM,num,Valorisation AM actes menant dans le GHS 9610,-
T_MCOaa_nnVALO,MNT_9615_AM,num,Valorisation AM actes menant dans le GHS 9615,-
T_MCOaa_nnVALO,MNT_9619_AM,num,Valorisation AM actes menant dans le GHS 9619,-
T_MCOaa_nnVALO,MNT_9620_AM,num,Valorisation AM actes menant dans le GHS 9620,-
T_MCOaa_nnVALO,MNT_9621_AM,num,Valorisation AM actes menant dans le GHS 9621,-
T_MCOaa_nnVALO,MNT_9622_AM,num,Valorisation AM actes menant dans le GHS 9622,-
T_MCOaa_nnVALO,MNT_9623_AM,num,Valorisation AM actes menant dans le GHS 9623,-
T_MCOaa_nnVALO,MNT_9625_AM,num,Valorisation AM actes menant dans le GHS 9625,-
T_MCOaa_nnVALO,MNT_9631_AM,num,Valorisation AM actes menant dans le GHS 9631,-
T_MCOaa_nnVALO,MNT_9632_AM,num,Valorisation AM actes menant dans le GHS 9632,-
T_MCOaa_nnVALO,MNT_9633_AM,num,Valorisation AM actes menant dans le GHS 9633,-
T_MCOaa_nnVALO,MNT_ANT_AM,num,Valorisation AM suppléments antepartum,-
T_MCOaa_nnVALO,MNT_CAISSON_AM,num,Valorisation AM suppléments caisson hyperbare,-
T_MCOaa_nnVALO,MNT_DIP_AM,num,Valorisation AM suppléments de dialyse DIP,-
T_MCOaa_nnVALO,MNT_DMI,num,Valorisation accordée DMI,-
T_MCOaa_nnVALO,MNT_EXH_AM,num,Valorisation AM EXH,-
T_MCOaa_nnVALO,MNT_EXINF_AM,num,Valorisation AM EXB,-
T_MCOaa_nnVALO,MNT_FJ2,num,Montant du forfait journalier,-
T_MCOaa_nnVALO,MNT_GHS_AM,num,Valorisation AM GHS,-
T_MCOaa_nnVALO,MNT_GHS50_AM,num,Valorisation AM des séjours avec réhospitalisation dans le même GHM,-
T_MCOaa_nnVALO,MNT_IVG_AM,num,Valorisation AM IVG (hors FJS),-
T_MCOaa_nnVALO,MNT_MAJO,num,Montant majoration du parcours de soin ,-
T_MCOaa_nnVALO,MNT_MED_ATU,num,Valorisation accordée médicaments ATU/POST ATU,-
T_MCOaa_nnVALO,MNT_MON,num,Valorisation accordée molécules onéreuses,-
T_MCOaa_nnVALO,MNT_NN1_AM,num,Valorisation AM suppléments de néonat sans SI,-
T_MCOaa_nnVALO,MNT_NN2_AM,num,Valorisation AM suppléments de néonat avec SI,-
T_MCOaa_nnVALO,MNT_NN3_AM,num,Valorisation AM suppléments de réanimation néonat,-
T_MCOaa_nnVALO,MNT_PO1_AM,num,Valorisation AM PO1,-
T_MCOaa_nnVALO,MNT_PO2_AM,num,Valorisation AM PO2,-
T_MCOaa_nnVALO,MNT_PO3_AM,num,Valorisation AM PO3,-
T_MCOaa_nnVALO,MNT_PO4_AM,num,Valorisation AM PO4,-
T_MCOaa_nnVALO,MNT_PO5_AM,num,Valorisation AM PO5,-
T_MCOaa_nnVALO,MNT_PO6_AM,num,Valorisation AM PO6,-
T_MCOaa_nnVALO,MNT_PO7_AM,num,Valorisation AM PO7,-
T_MCOaa_nnVALO,MNT_PO8_AM,num,Valorisation AM PO8,-
T_MCOaa_nnVALO,MNT_PO9_AM,num,Valorisation AM PO9,-
T_MCOaa_nnVALO,MNT_POA_AM,num,Valorisation AM POA,-
T_MCOaa_nnVALO,MNT_RAC,num,Montant remboursable par l'organisme complémentaire (AMC),-
T_MCOaa_nnVALO,MNT_RAP_AM,num,Valorisation AM suppléments de radiothérapie pédiatrique,-
T_MCOaa_nnVALO,MNT_REA_AM,num,Valorisation AM suppléments de réanimation,-
T_MCOaa_nnVALO,MNT_REP_AM,num,Valorisation AM suppléments de réanimation pédiatrique,-
T_MCOaa_nnVALO,MNT_SC_AM,num,Valorisation AM suppléments de surveillance continue,-
T_MCOaa_nnVALO,MNT_SI_AM,num,Valorisation AM suppléments soins intensifs,-
T_MCOaa_nnVALO,MNT_SUPPENT1_AM,num,Valorisation AM suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-
T_MCOaa_nnVALO,MNT_SUPPENT2_AM,num,Valorisation AM suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-
T_MCOaa_nnVALO,MNT_SUPPENT3_AM,num,Valorisation AM suppléments pour entraînements à l’hémodialyse hors séance,-
T_MCOaa_nnVALO,MNT_SUPPHD_AM,num,Valorisation AM suppléments pour hémodialyse hors séance,-
T_MCOaa_nnVALO,MNT_TOT_AM,num,Valorisation totale AM du séjour.,-
T_MCOaa_nnVALO,NB_9610,num,Nombre d’actes menant dans le GHS 9610,-
T_MCOaa_nnVALO,NB_9615,num,Nombre d’actes menant dans le GHS 9615,-
T_MCOaa_nnVALO,NB_9619,num,Nombre d’actes menant dans le GHS 9619,-
T_MCOaa_nnVALO,NB_9620,num,Nombre d’actes menant dans le GHS 9620,-
T_MCOaa_nnVALO,NB_9621,num,Nombre d’actes menant dans le GHS 9621,-
T_MCOaa_nnVALO,NB_9622,num,Nombre d’actes menant dans le GHS 9622,-
T_MCOaa_nnVALO,NB_9623,num,Nombre d’actes menant dans le GHS 9623,-
T_MCOaa_nnVALO,NB_9625,num,Nombre d’actes menant dans le GHS 9625,-
T_MCOaa_nnVALO,NB_9631,num,Nombre d’actes menant dans le GHS 9631,-
T_MCOaa_nnVALO,NB_9632,num,Nombre d’actes menant dans le GHS 9632,-
T_MCOaa_nnVALO,NB_9633,num,Nombre d’actes menant dans le GHS 9633,-
T_MCOaa_nnVALO,NB_ANT,num,Nb suppléments antepartum,-
T_MCOaa_nnVALO,NB_DIP,num,Nb suppléments dialyse DIP,-
T_MCOaa_nnVALO,NB_NN1,num,Nb suppléments de néonat sans SI,-
T_MCOaa_nnVALO,NB_NN2,num,Nb suppléments de néonat avec SI,-
T_MCOaa_nnVALO,NB_NN3,num,Nb suppléments de réanimation néonat,-
T_MCOaa_nnVALO,NB_RAP,num,Nb suppléments de radiothérapie pédiatrique,-
T_MCOaa_nnVALO,NB_SRC2,num,Nb suppléments de surveillance continue,-
T_MCOaa_nnVALO,NB_STF2,num,Nb suppléments de soins intensifs,-
T_MCOaa_nnVALO,NBCAISSON,num,Nb suppléments caisson hyperbare,-
T_MCOaa_nnVALO,NBEXB,num,Nb journées EXB ,-
T_MCOaa_nnVALO,NBEXH,num,Nombre de journées EXH ,-
T_MCOaa_nnVALO,NBJREA,num,Nb suppléments de réanimation,-
T_MCOaa_nnVALO,NBREP,num,Nb suppléments de réanimation pédiatrique,-
T_MCOaa_nnVALO,PONDER,num,Nombre de séjours ou nombre de séances,-
T_MCOaa_nnVALO,RSA_NUM,char,Numéro de séjour RSS,-
T_MCOaa_nnVALO,SEJXINF,char,Type de séjour inférieur à la borne extrême basse ,-
T_MCOaa_nnVALO,SUPPENT1,num,Nb suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-
T_MCOaa_nnVALO,SUPPENT2,num,Nb suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-
T_MCOaa_nnVALO,SUPPENT3,num,Nb suppléments pour entraînements à l’hémodialyse hors séance,-
T_MCOaa_nnVALO,SUPPHD,num,Nb suppléments pour hémodialyse hors séance,-
T_MCOaa_nnVALO,TAUX2,num,Taux de remboursement ,-
T_MCOaa_nnVALO,TYPORG,char,"Type de prestation de prélèvement d’organe (type 1, 2, 3 ou 4)",-
T_MCOaa_nnVALO,TYPORG5,char,Prélèvement d’organe de type 5,-
T_MCOaa_nnVALO,TYPORG6,char,Prélèvement d’organe de type 6,-
T_MCOaa_nnVALO,TYPORG7,char,Prélèvement d’organe de type 7,-
T_MCOaa_nnVALO,TYPORG8,char,Prélèvement d’organe de type 8,-
T_MCOaa_nnVALO,TYPORG9,char,Prélèvement d’organe de type 9,-
T_MCOaa_nnVALO,TYPORGA,char,Prélèvement d’organe de type A,-
T_MCOaa_nnVALO,VALO,char,Type de valorisation du séjour,-
T_MCOaa_nnVALO,MNT_GHS_BR,num,Valorisation BR GHS,-
T_MCOaa_nnVALO,MNT_EXINF_BR,num,Valorisation BR EXB,-
T_MCOaa_nnVALO,MNT_GHS50_BR,num,Valorisation BR des séjours avec réhospitalisation dans le même GHM,-
T_MCOaa_nnVALO,MNT_EXH_BR,num,Valorisation BR EXH,-
T_MCOaa_nnVALO,MNT_SUPPHD_BR,num,Valorisation BR suppléments pour hémodialyse hors séance,-
T_MCOaa_nnVALO,MNT_SUPPENT1_BR,num,Valorisation BR suppléments pour entraînements à la dialyse péritonéale automatisée hors séance,-
T_MCOaa_nnVALO,MNT_SUPPENT2_BR,num,Valorisation BR suppléments pour entraînements à la dialyse péritonéale continue ambulatoire hors séance,-
T_MCOaa_nnVALO,MNT_SUPPENT3_BR,num,Valorisation BR suppléments pour entraînements à l’hémodialyse hors séance,-
T_MCOaa_nnVALO,MNT_DIP_BR,num,Valorisation BR suppléments de dialyse DIP,-
T_MCOaa_nnVALO,MNT_PO1_BR,num,Valorisation BR PO1,-
T_MCOaa_nnVALO,MNT_PO2_BR,num,Valorisation BR PO2,-
T_MCOaa_nnVALO,MNT_PO3_BR,num,Valorisation BR PO3,-
T_MCOaa_nnVALO,MNT_PO4_BR,num,Valorisation BR PO4,-
T_MCOaa_nnVALO,MNT_PO5_BR,num,Valorisation BR PO5,-
T_MCOaa_nnVALO,MNT_PO6_BR,num,Valorisation BR PO6,-
T_MCOaa_nnVALO,MNT_PO7_BR,num,Valorisation BR PO7,-
T_MCOaa_nnVALO,MNT_PO8_BR,num,Valorisation BR PO8,-
T_MCOaa_nnVALO,MNT_PO9_BR,num,Valorisation BR PO9,-
T_MCOaa_nnVALO,MNT_POA_BR,num,Valorisation BR POA,-
T_MCOaa_nnVALO,MNT_9610_BR,num,Valorisation BR actes menant dans le GHS 9610,-
T_MCOaa_nnVALO,MNT_9619_BR,num,Valorisation BR actes menant dans le GHS 9619,-
T_MCOaa_nnVALO,MNT_9620_BR,num,Valorisation BR actes menant dans le GHS 9620,-
T_MCOaa_nnVALO,MNT_9621_BR,num,Valorisation BR actes menant dans le GHS 9621,-
T_MCOaa_nnVALO,MNT_9622_BR,num,Valorisation BR actes menant dans le GHS 9622,-
T_MCOaa_nnVALO,MNT_9623_BR,num,Valorisation BR actes menant dans le GHS 9623,-
T_MCOaa_nnVALO,MNT_9625_BR,num,Valorisation BR actes menant dans le GHS 9625,-
T_MCOaa_nnVALO,MNT_9631_BR,num,Valorisation BR actes menant dans le GHS 9631,-
T_MCOaa_nnVALO,MNT_9632_BR,num,Valorisation BR actes menant dans le GHS 9632,-
T_MCOaa_nnVALO,MNT_9633_BR,num,Valorisation BR actes menant dans le GHS 9633,-
T_MCOaa_nnVALO,MNT_9615_BR,num,Valorisation BR actes menant dans le GHS 9615,-
T_MCOaa_nnVALO,MNT_REA_BR,num,Valorisation BR suppléments de réanimation,-
T_MCOaa_nnVALO,MNT_REP_BR,num,Valorisation BR suppléments de réanimation pédiatrique,-
T_MCOaa_nnVALO,MNT_SI_BR,num,Valorisation BR suppléments soins intensifs,-
T_MCOaa_nnVALO,MNT_SC_BR,num,Valorisation BR suppléments de surveillance continue,-
T_MCOaa_nnVALO,MNT_NN1_BR,num,Valorisation BR suppléments de néonat sans SI,-
T_MCOaa_nnVALO,MNT_NN2_BR,num,Valorisation BR suppléments de néonat avec SI,-
T_MCOaa_nnVALO,MNT_NN3_BR,num,Valorisation BR suppléments de réanimation néonat,-
T_MCOaa_nnVALO,MNT_CAISSON_BR,num,Valorisation BR suppléments caisson hyperbare,-
T_MCOaa_nnVALO,MNT_RAP_BR,num,Valorisation BR suppléments de radiothérapie pédiatrique,-
T_MCOaa_nnVALO,MNT_ANT_BR,num,Valorisation BR suppléments antepartum,-
T_MCOaa_nnVALO,NB_SDC,num,Nb suppléments défibrillateur cardiaque,-
T_MCOaa_nnVALO,MNT_SDC_BR,num,Valorisation BR suppléments défibrillateur cardiaque,-
T_MCOaa_nnVALO,MNT_SDC_AM,num,Valorisation AM suppléments défibrillateur cardiaque,-
T_MCOaa_nnVALO,MNT_IVG_BR,num,Valorisation BR IVG,-
T_MCOaa_nnVALO,MNT_TOT_BR,num,"Valorisation totale BR du séjour.
C’est la somme de : 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_po1, mnt_po2, mnt_po3, mnt_po4, mnt_po5, mnt_po6, mnt_po7, mnt_po8, mnt_po9, mnt_poa,mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson, mnt_ivg, mnt_sdc
Pour les séjours AME et SU, c’est la somme de: 
mnt_mon, mnt_dmi, mnt_med_atu, mnt_ghs, mnt_exinf, mnt_ghs50, mnt_exh, mnt_supphd, mnt_suppent1, mnt_suppent2, mnt_suppent3, mnt_dip, mnt_9610, mnt_9619, mnt_9620,  mnt_9621, mnt_9622, mnt_9623, mnt_9625, mnt_9631, mnt_9632, mnt_9633, mnt_9615, mnt_rap, mnt_ant, mnt_rea, mnt_rep, mnt_si, mnt_sc, mnt_nn1, mnt_nn2, mnt_nn3, mnt_caisson,mnt_tjp20e, mnt_fjse, mnt_sdc
",-
T_MCOaa_nnVALO,COEFREP,num,coefficient de reprise,-
T_MCOaa_nnZ,ETA_NUM,char,Numéro FINESS e-PMSI,-
T_MCOaa_nnZ,ETE_GHS_NUM,num,Code du supplément (n° GHS),-
T_MCOaa_nnZ,GHS_SUP_COD,char,Code du supplément (n° GHS),-
T_MCOaa_nnZ,NBR_SUP,num,Nombre de suppléments (Nb actes menant dans le GHS),-
T_MCOaa_nnZ,RSA_NUM,char,N° d'index du RSA ,-
T_MCOaa_nnZ,RSS_NUM,char,Numéro de version du format du RSA,-
T_MCOaa_nnCSTC,ENT_DAT,Char,Date d'entrée,-
T_MCOaa_nnCSTC,ENT_DAT_RET,Char,Code retour contrôle « date de référence» (date d'entrée),-
T_MCOaa_nnCSTC,ETA_NUM,Char,N° FINESS,-
T_MCOaa_nnCSTC,EXE_SOI_AMD,char,Date d'entrée au format année + mois,-
T_MCOaa_nnCSTC,EXE_SOI_AMF,char,Date de sortie au format année + mois,-
T_MCOaa_nnCSTC,EXE_SOI_DTD,date,Date d'entrée,-
T_MCOaa_nnCSTC,EXE_SOI_DTF,date,Date de sortie ,-
T_MCOaa_nnCSTC,IAS_RET,Char,Code retour contrôle « n° d'identification administratif de séjour »,-
T_MCOaa_nnCSTC,NAI_RET,Char,Code retour contrôle « date de naissance »,-
T_MCOaa_nnCSTC,NIR_ANO_17,Char,N° Anonyme du patient,-
T_MCOaa_nnCSTC,NIR_RET,Char,Code retour contrôle « n° sécurité sociale »,-
T_MCOaa_nnCSTC,RNG_BEN,Char,Rang du bénéficiaire,-
T_MCOaa_nnCSTC,RNG_NAI,Char,Rang de naissance,-
T_MCOaa_nnCSTC,SEJ_NUM,Char,N° de séjour,-
T_MCOaa_nnCSTC,SEQ_NUM,Char,N° séquentiel,-
T_MCOaa_nnCSTC,SEX_RET,Char,Code retour contrôle « sexe »,-
T_MCOaa_nnCSTC,SOR_DAT,Char,Date de sortie,-
T_MCOaa_nnCSTC,RAC_MNT_PAT_RET,char,Code retour contrôle « Montant total du séjour facturé au patient «,-
T_MCOaa_nnCSTC,NBR_REJET_AMO_RET,char,Code retour contrôle « Rejet AMO «,-
T_MCOaa_nnCSTC,FAC_AMO_DT_RET,char,Code retour contrôle « Date de facturation AMO «,-
T_MCOaa_nnCSTC,FAC_AMC_DT_RET,char,Code retour contrôle « Date de facturation AMC «,-
T_MCOaa_nnCSTC,FAC_RAC_DT_RET,char,Code retour contrôle « Date de facturation patient «,-
T_MCOaa_nnCSTC,PAI_AMO_DT_RET,char,Code retour contrôle « Date de paiement AMO «,-
T_MCOaa_nnCSTC,PAI_AMC_DT_RET,char,Code retour contrôle « Date de paiement AMC «,-
T_MCOaa_nnCSTC,PAI_RAC_DT_RET,char,Code retour contrôle « Date de paiement patient «,-
T_MCOaa_nnCSTC,VALID_FAC_AMO_RET,char,Code retour contrôle « Statut FT AMO «,-
T_MCOaa_nnCSTC,VALID_FAC_AMC_RET,char,Code retour contrôle « Statut FT AMC «,-
T_MCOaa_nnCSTC,VALID_FAC_RAC_RET,char,Code retour contrôle « Statut FT patient «,-
T_MCOaa_nnCSTC,PAYS_ASS_PAT_RET,char,Code retour contrôle « Pays d’assurance social «,-
T_MCOaa_nnCSTC,RAC_MNT_PAT,num,Montant total du séjour facturé au patient,-
T_MCOaa_nnCSTC,NBR_REJET_AMO,char,Rejet AMO,-
T_MCOaa_nnCSTC,FAC_AMO_DT,char,Date de facturation AMO,-
T_MCOaa_nnCSTC,FAC_AMC_DT,char,Date de facturation AMC,-
T_MCOaa_nnCSTC,FAC_RAC_DT,char,Date de facturation patient,-
T_MCOaa_nnCSTC,PAI_AMO_DT,char,Date de paiement AMO,-
T_MCOaa_nnCSTC,PAI_AMC_DT,char,Date de paiement AMC,-
T_MCOaa_nnCSTC,PAI_RAC_DT,char,Date de paiement patient,-
T_MCOaa_nnCSTC,VALID_FAC_AMO,char,Statut FT AMO,-
T_MCOaa_nnCSTC,VALID_FAC_AMC,char,Statut FT AMC,-
T_MCOaa_nnCSTC,VALID_FAC_RAC,char,Statut FT patient,-
T_MCOaa_nnCSTC,PAYS_ASS_PAT,char,Pays d’assurance social,-
T_MCOaa_nnFASTC,AGE_ANN,num,Age (en années),-
T_MCOaa_nnFASTC,BDI_COD,char,Code géographique de résidence,-
T_MCOaa_nnFASTC,BDI_DEP,char,Code département de résidence,-
T_MCOaa_nnFASTC,COD_CIV,char,Code civilité ,-
T_MCOaa_nnFASTC,COD_SEX,char,Sexe ,-
T_MCOaa_nnFASTC,CTR_TYP,char,Type de contrat souscrit auprès d'un organisme complémentaire,-
T_MCOaa_nnFASTC,ETA_NUM,char,Numéro FINESS e-PMSI,-
T_MCOaa_nnFASTC,ETA_NUM_GEO,char,Numéro FINESS géographique,-
T_MCOaa_nnFASTC,EXO_TM,char,Justification d'exonération du TM ,-
T_MCOaa_nnFASTC,FIDES_TOP,char,Valorisé par FIDES,-
T_MCOaa_nnFASTC,GES_COD,char,Code gestion,-
T_MCOaa_nnFASTC,HON_AM_MNR,num,Total honoraire remboursable AM ,-
T_MCOaa_nnFASTC,HON_MNT,num,Total honoraire Facturé ,-
T_MCOaa_nnFASTC,HON_OC_MNR,num,Total remboursable OC pour les honoraires ,-
T_MCOaa_nnFASTC,NAT_ASS,char,Nature assurance ,-
T_MCOaa_nnFASTC,NOE_RGM,char,Code Gd régime ,-
T_MCOaa_nnFASTC,NON_SEJ_FAC_AM,char,Motif de la non facturation à l'assurance maladie,-
T_MCOaa_nnFASTC,NUM_DAT_AT,char,Numéro accident du travail ou date d’accident de droit commun,-
T_MCOaa_nnFASTC,NUM_FAC,char,N° Facture séquentiel,-
T_MCOaa_nnFASTC,OPE_NAT,char,Nature opération ,-
T_MCOaa_nnFASTC,ORG_CPL_NUM,char,N° d’organisme complémentaire,-
T_MCOaa_nnFASTC,PAS_OC_MNT,num,Total participation assuré avant OC ,-
T_MCOaa_nnFASTC,PAT_CMU,char,Patient bénéficiaire de la CMU,-
