"nom_table";"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB"
"CAM_PRS_IDE";"JEQX005";"Examen anatomopathologique à visée carcinologique de pièce d'urétérectomie partielle ou totale"
"CAM_PRS_IDE";"JGQX004";"Examen anatomopathologique à visée carcinologique de pièce de vésiculoprostatectomie totale"
"CAM_PRS_IDE";"JGQX005";"Examen anatomopathologique à visée carcinologique de pièce de vésiculo-prostato-cystectomie totale"
"CAM_PRS_IDE";"JHQX004";"Examen anatomopathologique à visée carcinologique de pièce d'orchidectomie partielle"
"CAM_PRS_IDE";"JHQX005";"Examen anatomopathologique à visée carcinologique de pièce d'orchidectomie totale"
"CAM_PRS_IDE";"JHQX008";"Examen anatomopathologique à visée carcinologique de pièce d'amputation partielle du pénis"
"CAM_PRS_IDE";"JHQX007";"Examen anatomopathologique à visée carcinologique de pièce d'amputation totale du pénis"
"CAM_PRS_IDE";"JJQX008";"Examen anatomopathologique à visée carcinologique de pièce de salpingectomie"
"CAM_PRS_IDE";"JJQX004";"Examen anatomopathologique à visée carcinologique de pièce d'une ovariectomie partielle ou totale"
"CAM_PRS_IDE";"JJQX005";"Examen anatomopathologique à visée carcinologique de pièce de plusieurs ovariectomies partielle et/ou totale"
"CAM_PRS_IDE";"JKQX004";"Examen anatomopathologique à visée carcinologique de pièce d'hystérectomie, sans annexectomie"
"CAM_PRS_IDE";"JKQX005";"Examen anatomopathologique à visée carcinologique de pièce d'hystérectomie, avec annexectomie"
"CAM_PRS_IDE";"JKQX020";"Examen anatomopathologique à visée carcinologique de pièce d'hystérectomie, avec annexectomie et omentectomie"
"CAM_PRS_IDE";"JKQX007";"Examen anatomopathologique à visée carcinologique de pièce de conisation du col de l'utérus"
"CAM_PRS_IDE";"JLQX004";"Examen anatomopathologique à visée carcinologique de pièce de colpectomie partielle ou totale"
"CAM_PRS_IDE";"JKQX006";"Examen anatomopathologique à visée carcinologique de pièce de trachélectomie [cervicectomie] ou de colpotrachélectomie"
"CAM_PRS_IDE";"JMQX005";"Examen anatomopathologique à visée carcinologique de pièce de vulvectomie partielle"
"CAM_PRS_IDE";"JMQX004";"Examen anatomopathologique à visée carcinologique de pièce de vulvectomie totale"
"CAM_PRS_IDE";"JFQX005";"Examen anatomopathologique à visée carcinologique de pièce de pelvectomie antérieure"
"CAM_PRS_IDE";"JFQX004";"Examen anatomopathologique à visée carcinologique de pièce de pelvectomie totale"
"CAM_PRS_IDE";"ZCQD001";"Examen clinique du petit bassin [pelvis] et du périnée féminins, sous anesthésie générale"
"CAM_PRS_IDE";"JANH002";"Sclérose d'un kyste du rein par injection d'agent pharmacologique, par voie transcutanée avec guidage scanographique"
"CAM_PRS_IDE";"JANH001";"Sclérose de plusieurs kystes du rein par injection d'agent pharmacologique, par voie transcutanée avec guidage scanographique"
"CAM_PRS_IDE";"JAFC008";"Résection de kyste non parasitaire du rein, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA007";"Résection de kyste non parasitaire du rein, par lombotomie"
"CAM_PRS_IDE";"JAFA004";"Résection de kyste parasitaire du rein, par lombotomie"
"CAM_PRS_IDE";"JAFC005";"Néphrectomie partielle, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA030";"Néphrectomie partielle sans dissection du pédicule vasculaire, par laparotomie"
"CAM_PRS_IDE";"JAFA024";"Néphrectomie partielle sans dissection du pédicule vasculaire, par lombotomie ou par abord lombal vertical"
"CAM_PRS_IDE";"JAFA019";"Néphrectomie partielle avec dissection du pédicule vasculaire, par laparotomie"
"CAM_PRS_IDE";"JAFA008";"Néphrectomie partielle avec dissection du pédicule vasculaire, par lombotomie ou par abord lombal postérieur"
"CAM_PRS_IDE";"JAFA006";"Néphrectomie partielle ex situ avec autotransplantation du rein, par abord direct"
"CAM_PRS_IDE";"JAFC002";"Héminéphrectomie avec urétérectomie partielle, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA001";"Héminéphrectomie avec urétérectomie partielle, par abord direct"
"CAM_PRS_IDE";"JAFC007";"Héminéphrectomie avec urétérectomie totale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA003";"Héminéphrectomie avec urétérectomie totale, par abord direct"
"CAM_PRS_IDE";"JAFA026";"Héminéphrectomie pour fusion rénale, par abord direct"
"CAM_PRS_IDE";"JAFC006";"Néphrectomie totale unilatérale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA023";"Néphrectomie totale unilatérale, par laparotomie"
"CAM_PRS_IDE";"JAFA010";"Néphrectomie totale unilatérale, par abord lombal vertical"
"CAM_PRS_IDE";"JAFA002";"Néphrectomie totale, par lombotomie"
"CAM_PRS_IDE";"JAFA012";"Néphrectomie totale par laparotomie, avec extraction endoscopique rétrograde de l'uretère [stripping de l'uretère]"
"CAM_PRS_IDE";"JAFC001";"Néphro-urétérectomie totale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA032";"Néphro-urétérectomie totale, par abord direct"
"CAM_PRS_IDE";"JAFA015";"Transplantectomie rénale, par abord direct"
"CAM_PRS_IDE";"JAFC004";"Binéphrectomie, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA016";"Binéphrectomie, par laparotomie"
"CAM_PRS_IDE";"JAFA027";"Binéphrectomie, par abords lombaux verticaux"
"CAM_PRS_IDE";"JAFA031";"Néphrectomie totale élargie à la loge rénale, par thoraco-phréno-laparotomie"
"CAM_PRS_IDE";"JAFC019";"Néphrectomie totale élargie à la loge rénale, par colioscopie ou rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA009";"Néphrectomie totale élargie à la loge rénale, par laparotomie ou par abord lomboabdominal"
"CAM_PRS_IDE";"JAFA022";"Néphrectomie totale élargie à la loge rénale avec thrombectomie par cavotomie, par thoraco-phréno-laparotomie"
"CAM_PRS_IDE";"JAFA014";"Néphrectomie totale élargie à la loge rénale avec thrombectomie par cavotomie, par laparotomie ou par abord lomboabdominal"
"CAM_PRS_IDE";"JAFA021";"Néphrectomie totale élargie à la loge rénale avec surrénalectomie, par thoraco-phréno-laparotomie"
"CAM_PRS_IDE";"JAFC010";"Néphrectomie totale élargie à la loge rénale avec surrénalectomie, par colioscopie ou rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA029";"Néphrectomie totale élargie à la loge rénale avec surrénalectomie, par laparotomie ou par abord lomboabdominal"
"CAM_PRS_IDE";"JAFA025";"Néphrectomie totale élargie à la loge rénale avec surrénalectomie et thrombectomie par cavotomie, par thoraco-phréno-laparotomie"
"CAM_PRS_IDE";"JAFA028";"Néphrectomie totale élargie à la loge rénale avec surrénalectomie et thrombectomie par cavotomie, par laparotomie ou par abord lomboabdominal"
"CAM_PRS_IDE";"JAFA011";"Néphrectomie totale élargie à la loge rénale avec thrombectomie par cavotomie et contrôle intraatrial cardiaque, par thoraco-phréno-laparotomie"
"CAM_PRS_IDE";"JAFA005";"Néphrectomie totale élargie à la loge rénale avec résection latérale de la veine cave inférieure, par abord direct"
"CAM_PRS_IDE";"JACA001";"Suture de plaie ou de fracture du rein limitée au parenchyme, par abord direct"
"CAM_PRS_IDE";"JAMA002";"Réparation d'un traumatisme complexe du rein et de la voie excrétrice, par abord direct"
"CAM_PRS_IDE";"JASA001";"Hémostase de plaie ou de fracture du rein par pose de filet périrénal, par abord direct"
"CAM_PRS_IDE";"JAFA013";"Prélèvement d'un rein sur un donneur vivant, par abord direct"
"CAM_PRS_IDE";"JAFC003";"Prélèvement d'un rein sur un donneur vivant, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAFA018";"Prélèvement d'un rein sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"JAFA017";"Prélèvement des 2 reins sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"JAFA020";"Prélèvement des 2 reins au cours d'un prélèvement multiorgane, sur un sujet en état de mort encéphalique"
"CAM_PRS_IDE";"JAEA003";"Transplantation du rein"
"CAM_PRS_IDE";"JAEA002";"Autotransplantation du rein, par abord direct"
"CAM_PRS_IDE";"JADA001";"Néphropexie, par abord direct"
"CAM_PRS_IDE";"JAPC018";"Section de l'isthme d'un rein en fer à cheval, par colioscopie"
"CAM_PRS_IDE";"JAPA001";"Section de l'isthme d'un rein en fer à cheval, par abord direct"
"CAM_PRS_IDE";"JCCC003";"Suture de plaie ou de rupture de l'uretère, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCCA003";"Suture de plaie ou de rupture de l'uretère, par abord direct"
"CAM_PRS_IDE";"JCLE001";"Pose d'une sonde urétérale à visée thérapeutique, par endoscopie rétrograde"
"CAM_PRS_IDE";"JCLD001";"Pose d'une endoprothèse urétérale, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JCLH001";"Pose d'une endoprothèse urétérale, par voie transcutanée avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JCLE002";"Pose d'une endoprothèse urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JCGE003";"Ablation unilatérale ou bilatérale d'une sonde urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JCGH002";"Ablation d'une endoprothèse urétérale par une néphrostomie déjà en place, avec guidage radiologique"
"CAM_PRS_IDE";"JCGE004";"Ablation d'une endoprothèse urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JAKD001";"Changement d'une sonde de néphrostomie ou de pyélostomie"
"CAM_PRS_IDE";"JCKD001";"Changement d'une sonde d'urétérostomie cutanée"
"CAM_PRS_IDE";"JCKE001";"Changement d'une sonde urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JCKH001";"Changement d'une endoprothèse urétérale par une néphrostomie déjà en place, avec guidage radiologique"
"CAM_PRS_IDE";"JCKE002";"Changement d'une endoprothèse urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JACH001";"Néphrostomie, par voie transcutanée avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JAMA001";"Internalisation secondaire d'une néphrostomie cutanée déjà en place"
"CAM_PRS_IDE";"JAMB001";"Internalisation d'une néphrostomie déjà en place, par voies transcutanée et rétrograde"
"CAM_PRS_IDE";"JACH002";"Néphrostomie par voie transcutanée avec drainage internalisé de la voie excrétrice urinaire, avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JACH003";"Néphrostomie, par voie transcutanée avec guidage scanographique"
"CAM_PRS_IDE";"JACA002";"Néphrostomie cutanée, par abord direct"
"CAM_PRS_IDE";"JBCA001";"Pyélostomie cutanée, par abord direct"
"CAM_PRS_IDE";"JCCB001";"Urétérostomie, par voie transcutanée"
"CAM_PRS_IDE";"JCCC001";"Urétérostomie cutanée, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCCA002";"Urétérostomie cutanée, par abord direct"
"CAM_PRS_IDE";"JCCA014";"Urétérostomie cutanée avec anastomose urétéro-urétérale croisée, par abord direct"
"CAM_PRS_IDE";"JCCC002";"Urétérostomie cutanée transintestinale par anse non détubulée, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCCA006";"Urétérostomie cutanée transintestinale par anse non détubulée, par abord direct"
"CAM_PRS_IDE";"JCCA011";"Urétérostomie cutanée transintestinale avec création d'un réservoir continent, par abord direct"
"CAM_PRS_IDE";"JCCA005";"Anastomose urétérocalicielle, par abord direct"
"CAM_PRS_IDE";"JCCA007";"Dérivation urinaire par anastomose urétéro-urétérale homolatérale, par abord direct"
"CAM_PRS_IDE";"JCCA008";"Dérivation urinaire par anastomose urétéro-urétérale croisée, par abord direct"
"CAM_PRS_IDE";"JCEA005";"Réimplantation urétérovésicale sans création de montage antireflux, par abord direct"
"CAM_PRS_IDE";"JCEC006";"Réimplantation urétérovésicale unilatérale avec création de montage antireflux, par colioscopie"
"CAM_PRS_IDE";"JCEC011";"Réimplantation urétérovésicale bilatérale avec création de montage antireflux, par colioscopie"
"CAM_PRS_IDE";"JCEA002";"Réimplantation urétérovésicale unilatérale avec création de montage antireflux, par abord direct"
"CAM_PRS_IDE";"JCEA001";"Réimplantation urétérovésicale bilatérale avec création de montage antireflux, par abord direct"
"CAM_PRS_IDE";"JCEA003";"Réimplantation urétérovésicale avec plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct"
"CAM_PRS_IDE";"JCMA004";"Création d'un montage urétérovésical antireflux sans réimplantation urétérovésicale, par abord direct"
"CAM_PRS_IDE";"JCEA004";"Réimplantation vésicale d'une duplicité urétérale, par abord direct"
"CAM_PRS_IDE";"JCCA013";"Anastomose urétérocolique ou urétérorectale directe, par abord direct"
"CAM_PRS_IDE";"JCCA012";"Anastomose urétérocolique ou urétérorectale avec confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par abord direct"
"CAM_PRS_IDE";"JCMA001";"Transformation d'une urétérostomie cutanée en anastomose urétérocolique directe"
"CAM_PRS_IDE";"JCMA002";"Transformation d'une urétérostomie cutanée en dérivation interne avec confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien"
"CAM_PRS_IDE";"JCMA003";"Transformation d'une urétérostomie cutanée en dérivation interne par réimplantation urétérovésicale"
"CAM_PRS_IDE";"JCMA005";"Transformation d'une urétérostomie cutanée en dérivation interne avec entérocystoplastie de remplacement [néovessie] orthotopique par anse intestinale détubulée"
"CAM_PRS_IDE";"JANM002";"Lithotritie extracorporelle du rein, avec guidage échographique"
"CAM_PRS_IDE";"JANM001";"Lithotritie extracorporelle du rein, avec guidage radiologique"
"CAM_PRS_IDE";"JCNM001";"Lithotritie extracorporelle de l'uretère, avec guidage échographique"
"CAM_PRS_IDE";"JCNM002";"Lithotritie extracorporelle de l'uretère, avec guidage radiologique"
"CAM_PRS_IDE";"JANJ002";"Fragmentation intrarénale de calcul par ondes de choc [Lithotritie intrarénale], par néphroscopie par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JANE005";"Fragmentation intrarénale de calcul avec ondes de choc ou laser [Lithotritie intrarénale], par urétéronéphroscopie"
"CAM_PRS_IDE";"JANE002";"Fragmentation intrarénale de calcul caliciel inférieur avec ondes de choc ou laser [Lithotritie intrarénale], par urétéronéphroscopie"
"CAM_PRS_IDE";"JAGD001";"Ablation de calcul du rein, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JAGF002";"Ablation d'un calcul simple du rein, par voie transcutanée"
"CAM_PRS_IDE";"JAGD002";"Ablation d'un calcul coralliforme ou complexe du rein, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JAGF003";"Ablation d'un calcul coralliforme ou complexe du rein, par voie transcutanée"
"CAM_PRS_IDE";"JAGC001";"Ablation d'un calcul du rein par pyélotomie, par rétropéritonéoscopie"
"CAM_PRS_IDE";"JAGA001";"Ablation d'un calcul du rein par pyélotomie, par abord direct"
"CAM_PRS_IDE";"JAGA004";"Ablation d'un calcul du rein par néphrotomie, par abord direct"
"CAM_PRS_IDE";"JAGA002";"Ablation d'un calcul du rein par néphrotomie de la convexité, par abord direct"
"CAM_PRS_IDE";"JAGA006";"Ablation d'un calcul du rein par pyélotomie et néphrotomie, par abord direct"
"CAM_PRS_IDE";"JAGF001";"Ablation de calculs multiples du rein, par voie transcutanée"
"CAM_PRS_IDE";"JAGA003";"Ablation de calculs multiples du rein par pyélotomie et/ou néphrotomie, par abord direct"
"CAM_PRS_IDE";"JAGA005";"Ablation de calculs multiples du rein par néphrotomie de la convexité, par abord direct"
"CAM_PRS_IDE";"JCEE001";"Refoulement de calcul de l'uretère par sonde urétérale, par endoscopie rétrograde"
"CAM_PRS_IDE";"JCGH005";"Ablation et/ou fragmentation de calcul de l'uretère, par une néphrostomie déjà en place avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JCGH001";"Ablation et/ou fragmentation de calcul de l'uretère, par voie transcutanée avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JCGE002";"Ablation et/ou fragmentation de calcul de l'uretère, par urétéroscopie antérograde par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JCGG001";"Ablation et/ou fragmentation de calcul de l'uretère, par urétéroscopie antérograde par voie transcutanée"
"CAM_PRS_IDE";"JCGH004";"Ablation et/ou fragmentation de calcul de l'uretère, par urétrocystoscopie avec guidage échographique et/ou radiologique"
"CAM_PRS_IDE";"JCGE006";"Ablation et/ou fragmentation de calcul de l'uretère lombal, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCGC003";"Ablation de calcul de l'uretère lombal, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCGA002";"Ablation de calcul de l'uretère lombal, par abord direct"
"CAM_PRS_IDE";"JCGE005";"Ablation et/ou fragmentation de calcul de l'uretère iliaque, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCGC002";"Ablation de calcul de l'uretère iliaque, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCGA003";"Ablation de calcul de l'uretère iliaque, par abord direct"
"CAM_PRS_IDE";"JCGE001";"Ablation et/ou fragmentation de calcul de l'uretère pelvien, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCGC001";"Ablation de calcul de l'uretère pelvien, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCGA001";"Ablation de calcul de l'uretère pelvien, par abord direct"
"CAM_PRS_IDE";"JBPH001";"Urétéropyélotomie ou urétérotomie, avec guidage radiologique"
"CAM_PRS_IDE";"JBPE002";"Urétéropyélotomie ou urétérotomie, par néphroscopie par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JBPG001";"Urétéropyélotomie ou urétérotomie, par néphroscopie par voie transcutanée"
"CAM_PRS_IDE";"JBPE001";"Urétéropyélotomie ou urétérotomie, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JBMC001";"Plastie du bassinet et de la jonction pyélo-urétérale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JBMA001";"Plastie du bassinet et de la jonction pyélo-urétérale, par abord direct"
"CAM_PRS_IDE";"JBNE004";"Destruction de tumeur calicielle et/ou pyélique avec laser, par urétéronéphroscopie"
"CAM_PRS_IDE";"JCND001";"Destruction de tumeur de l'uretère lombal, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JCNE004";"Destruction de tumeur de l'uretère lombal, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCNF001";"Destruction de tumeur de l'uretère lombal, par voie transcutanée"
"CAM_PRS_IDE";"JCNE003";"Destruction de tumeur de l'uretère iliaque, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCNE002";"Destruction de tumeur de l'uretère pelvien, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCNE001";"Destruction d'un moignon de l'uretère, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JBFE001";"Exérèse de tumeur pyélique et/ou calicielle, par endoscopie rétrograde"
"CAM_PRS_IDE";"JBFA001";"Exérèse de tumeur pyélique et/ou calicielle, avec néphrostomie par voie transcutanée"
"CAM_PRS_IDE";"JCFD001";"Exérèse de tumeur de l'uretère lombal, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JCFF001";"Exérèse de tumeur de l'uretère lombal, par voie transcutanée"
"CAM_PRS_IDE";"JCFE001";"Exérèse de tumeur de l'uretère lombal, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCFE003";"Exérèse de tumeur de l'uretère iliaque, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCFE002";"Exérèse de tumeur de l'uretère pelvien, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JBFC001";"Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JBFA002";"Résection-anastomose du bassinet et de la jonction pyélo-urétérale, par abord direct"
"CAM_PRS_IDE";"JCFA002";"Urétérectomie segmentaire lombo-iliaque avec rétablissement de la continuité de l'uretère, par abord direct"
"CAM_PRS_IDE";"JCFA003";"Urétérectomie segmentaire pelvienne avec rétablissement de la continuité de l'uretère, par abord direct"
"CAM_PRS_IDE";"JCFA009";"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale, par abord direct"
"CAM_PRS_IDE";"JCFA008";"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et montage antireflux, par abord direct"
"CAM_PRS_IDE";"JCFA010";"Urétérectomie segmentaire pelvienne avec réimplantation urétérovésicale et plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct"
"CAM_PRS_IDE";"JCPA003";"Section-anastomose d'un uretère rétrocave, par abord direct"
"CAM_PRS_IDE";"JCFA005";"Résection longitudinale modelante d'un méga-uretère avec réimplantation urétérovésicale et montage antireflux, par abord direct"
"CAM_PRS_IDE";"JCFA007";"Exérèse d'une urétérocèle avec réimplantation urétérovésicale homolatérale, par abord direct"
"CAM_PRS_IDE";"JCFA004";"Exérèse d'une urétérocèle avec réimplantation urétérovésicale, héminéphrectomie et urétérectomie totale homolatérales, par abord direct"
"CAM_PRS_IDE";"JCFA006";"Exérèse unilatérale d'une urétérocèle avec réimplantation urétérovésicale bilatérale, par abord direct"
"CAM_PRS_IDE";"JCFC001";"Urétérectomie totale, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCFA001";"Urétérectomie totale, par abord direct"
"CAM_PRS_IDE";"JCKA001";"Remplacement partiel de l'uretère par un segment digestif, par abord direct"
"CAM_PRS_IDE";"JCKA002";"Remplacement total de l'uretère par un segment digestif, par abord direct"
"CAM_PRS_IDE";"JCCA010";"Dérivation de l'urine par conduit rénovésical prothétique souscutané, sans néphrostomie"
"CAM_PRS_IDE";"JCCA009";"Dérivation de l'urine par conduit rénovésical prothétique souscutané, avec néphrostomie"
"CAM_PRS_IDE";"JCAD001";"Dilatation de l'uretère, par une néphrostomie déjà en place"
"CAM_PRS_IDE";"JCAF001";"Dilatation de l'uretère, par voie transcutanée"
"CAM_PRS_IDE";"JCAE001";"Dilatation de l'uretère, par urétéroscopie rétrograde"
"CAM_PRS_IDE";"JCAH001";"Dilatation de l'uretère, par urétrocystoscopie avec guidage radiologique"
"CAM_PRS_IDE";"JCPD001";"Reperméation de l'uretère par forage intraluminal"
"CAM_PRS_IDE";"JCPC002";"Libération de l'uretère sans intrapéritonisation, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCPA002";"Libération de l'uretère sans intrapéritonisation, par abord direct"
"CAM_PRS_IDE";"JCPC001";"Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par colioscopie ou par rétropéritonéoscopie"
"CAM_PRS_IDE";"JCPA001";"Libération de l'uretère avec intrapéritonisation ou lambeau péritonéal, par abord direct"
"CAM_PRS_IDE";"JCSA003";"Fermeture de fistule urétérocutanée acquise, par abord direct"
"CAM_PRS_IDE";"JCSA001";"Fermeture de fistule urétérodigestive acquise, par abord direct"
"CAM_PRS_IDE";"JCSA002";"Fermeture de fistule urétéro-utérine acquise, par abord direct"
"CAM_PRS_IDE";"JCSA005";"Fermeture de fistule urétérovésicale acquise, par abord direct"
"CAM_PRS_IDE";"JCSA004";"Fermeture de fistule urétérovaginale acquise, par abord direct"
"CAM_PRS_IDE";"JCLE004";"Injection sousmuqueuse intra-urétérale de matériel hétérologue, par endoscopie"
"CAM_PRS_IDE";"JCPE002";"Incision du méat urétéral, par endoscopie"
"CAM_PRS_IDE";"JCPE001";"Incision d'une urétérocèle, par endoscopie"
"CAM_PRS_IDE";"JCGH003";"Ablation d'un fragment de matériel intra-urétéral par une néphrostomie déjà en place, avec guidage radiologique"
"CAM_PRS_IDE";"JDJD001";"Évacuation de la vessie par cathétérisme transitoire [Sondage vésical évacuateur]"
"CAM_PRS_IDE";"JDLD001";"Pose d'une sonde urétrovésicale [Sondage vésical à demeure]"
"CAM_PRS_IDE";"JDLF001";"Pose d'un cathéter intravésical, par voie transcutanée suprapubienne"
"CAM_PRS_IDE";"JDJD002";"Décaillotage de la vessie par sonde, par voie urétrale"
"CAM_PRS_IDE";"JDJE001";"Décaillotage de la vessie, par endoscopie"
"CAM_PRS_IDE";"JDCJ001";"Cystostomie, par voie transcutanée avec guidage échographique"
"CAM_PRS_IDE";"JDCA002";"Cystostomie cutanée, par laparotomie"
"CAM_PRS_IDE";"JDCA001";"Cystostomie cutanée continente sans fermeture du col de la vessie, par laparotomie"
"CAM_PRS_IDE";"JDCA004";"Cystostomie cutanée continente avec fermeture du col de la vessie, par laparotomie"
"CAM_PRS_IDE";"JDKD002";"Changement d'une sonde urétrovésicale"
"CAM_PRS_IDE";"JDKD001";"Changement d'une sonde de cystostomie"
"CAM_PRS_IDE";"JDGE001";"Ablation de calcul ou de corps étranger de la vessie, par endoscopie"
"CAM_PRS_IDE";"JDNM001";"Lithotritie extracorporelle de la vessie"
"CAM_PRS_IDE";"JDNE001";"Destruction de lésion de la vessie, par endoscopie"
"CAM_PRS_IDE";"JDFE002";"Résection de 1 à 3 tumeurs de la vessie, par endoscopie"
"CAM_PRS_IDE";"JDFE001";"Résection de 4 tumeurs de la vessie ou plus, par endoscopie"
"CAM_PRS_IDE";"JDFC001";"Exérèse de diverticule de la vessie, par colioscopie"
"CAM_PRS_IDE";"JDFA002";"Exérèse de diverticule de la vessie, par laparotomie"
"CAM_PRS_IDE";"JDFC023";"Cystectomie partielle, par colioscopie"
"CAM_PRS_IDE";"JDFA011";"Cystectomie partielle, par laparotomie"
"CAM_PRS_IDE";"JDFA014";"Cystectomie partielle avec implantation de matériel pour irradiation interstitielle de la vessie, par laparotomie"
"CAM_PRS_IDE";"JDFA017";"Cystectomie partielle avec réimplantation urétérovésicale, par laparotomie"
"CAM_PRS_IDE";"JDFA004";"Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement, par laparotomie"
"CAM_PRS_IDE";"JDFA015";"Cystectomie supratrigonale avec entérocystoplastie détubulée d'agrandissement et réimplantation urétérovésicale, par laparotomie"
"CAM_PRS_IDE";"JDFA005";"Cystectomie totale, par laparotomie"
"CAM_PRS_IDE";"JDFA001";"Cystectomie totale avec urétérostomie cutanée, par laparotomie"
"CAM_PRS_IDE";"JDFA008";"Cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie"
"CAM_PRS_IDE";"JDFA003";"Cystectomie totale avec urétérostomie cutanée transintestinale par anse détubulée continente, par laparotomie"
"CAM_PRS_IDE";"JDFA009";"Cystectomie totale avec anastomose urétérocolique directe, par laparotomie"
"CAM_PRS_IDE";"JDFA006";"Cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie"
"CAM_PRS_IDE";"JDFA016";"Cystectomie totale avec entérocystoplastie de remplacement [néovessie] orthotopique par anse détubulée, par laparotomie"
"CAM_PRS_IDE";"JDDC002";"Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par colioscopie"
"CAM_PRS_IDE";"JDDA002";"Cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie"
"CAM_PRS_IDE";"JDDA008";"Cervicocystopexie indirecte par abord vaginal et par voie abdominale, avec guidage endoscopique"
"CAM_PRS_IDE";"JDDA007";"Cervicocystopexie indirecte par bandelette vaginale pédiculée, par laparotomie et par abord vaginal"
"CAM_PRS_IDE";"JDDA005";"Cervicocystopexie directe par bandelette prothétique infra-urétrale, par laparotomie"
"CAM_PRS_IDE";"JDDA004";"Cervicocystopexie directe par bandelette aponévrotique infra-urétrale, par laparotomie"
"CAM_PRS_IDE";"JDDA006";"Cervicocystopexie directe par bandelette infra-urétrale, par laparotomie et par voie transvaginale"
