"nom_table";"TEC_COL";"CPT_COP_NUM";"SAF_GRG_COD";"DCT_ENT_SUP";"DCT_ENT_CB2";"DCT_ENT_LIB";"DCT_GRG_LIB"
"IR_SAF_V";0;NA;1;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;39;"";"FSE SECURISEE SLM";"SAISIE EXTERNE : SLM"
"IR_SAF_V";0;NA;1;3;"";"CURES THERMALES (SAISIE INTERNE)";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;4;"";"RECYCLAGE IRIS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;5;"";"SAISIE MANUELLE NORME D ECHANGE COMMUNE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;6;"";"COMPTABILITE ANNEXE (IDENTIFICATION DES FLUX DE PAIEMENT D ACOMPTE ET DE DE SOLDE DANS LE CADRE D UNE CAISSE PIVOT";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;7;"";"REGUL - PN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;84;"";"PROGRES PE FI";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;85;"";"PROGRES PE DSN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;86;"";"PROGRES PE EDI posté";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;87;"";"PROGRES PE EDI Machine-Machine";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;8;"";"PE NON RECUPEREES (REFORME IJ/AS)";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;96;"";"PARTICIPATION FORFAITAIRE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;98;"";"MAJORATION DU TICKET MODERATEUR HORS PARCOURS DE SOINS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;9;"";"REGUL-PN DE MASSE";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;2;10;"";"PAIEMENT MANUEL SPECIFIQUE";"SAISIE INTERNE"
"IR_SAF_V";0;NA;2;1;"";"GAMEX";"SAISIE INTERNE : GAMEX"
"IR_SAF_V";0;NA;2;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;2;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;2;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;2;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;2;26;"CP";"FACTURATION DIRECTE ETABLISSEMENTS PUBLICS";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;2;27;"";"PRESTATIONS ESPECES";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;28;"";"RENTES AT";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;29;"";"INVALIDITE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;2;50;"";"FEUILLE DE SOINS + PHARMACIE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;51;"";"AUXILIAIRES MEDICAUX";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;52;"";"LABORATOIRE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;53;"";"DENTAIRE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;54;"";"TRANSPORTS";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;55;"";"APPAREILLAGE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;56;"";"COMPLEMENTAIRE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;57;"";"REGULARISATIONS AUTRES QUE PAIEMENTS";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;58;"";"CLINIQUE PRIVEE SEJOURS";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;59;"";"VACCIN ANTI GRIPPE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;60;"";"SAISIE GROUPEE";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;61;"";"CLINIQUE PRIVEE HONORAIRES";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;2;62;"";"PAIEMENTS MANUELS";"SAISIE INTERNE : MUTUALITE SOCIALE AGRICOLE - CMRA DE LA MANCHE"
"IR_SAF_V";0;NA;16;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;16;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;21;"CP";"CLINIQUES PRIVEES ET HOPITAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;17;22;"CS";"CENTRES DE SANTE";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;17;23;"CT";"ETABLISSEMENT THERMAUX";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;17;25;"";"ETABLISSEMENTS EN BUDGET GLOBAL";"SAISIE EXTERNE : ETABLISSEMENTS DE SOINS"
"IR_SAF_V";0;NA;17;31;"ER";"PRECRIPTEURS: MEDECINS GENERALISTES, MEDECINS SPECIALISTES, CHIRURGIENS DENTISTES, SAGES-FEMMES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;32;"IF";"INFIRMIERS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;33;"MK";"MASSEURS-KINESITHERAPEUTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;34;"OO";"ORTHOPHONISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;35;"OY";"ORTHOPTISTES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;36;"PE";"PEDICURES-PODOLOGUES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;37;"LB";"LABORATOIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;41;"PH";"PHARMACIENS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;42;"TA";"TRANSPORTS SANITAIRES";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;17;43;"FR";"FOURNISSEURS";"SAISIE EXTERNE : PROFESSIONNELS DE SANTE LIBERAUX"
"IR_SAF_V";0;NA;1;10;"";"SAISIE INTERNE SANS SPECIFICATION";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;11;"";"PPNA1";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;12;"";"PROGRES PN";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;13;"";"Progrès PE PAPIER -hors réforme IJ/AS";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;15;"";"WINB2";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;17;"";"SCANNER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;19;"";"LASER";"SAISIE INTERNE REGIME GENERAL"
"IR_SAF_V";0;NA;1;1;"";"INVALIDITE";"SAISIE INTERNE REGIME GENERAL"
