"nom_table";"TEC_COL";"ALD_030_COD";"CAT_CIM_COD";"CIM_COD";"CIM_LIB";"VER_CPT_COD";"VER_CPT_DTE";"CAT_TUM_COD";"CPT_COP_NUM"
"IR_CIM_V";0;99;"T81";"T819";"Complication non précisée d'un acte à visée diagnostique et thérapeutique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T82";"Complications de prothèses, implants et greffes cardiaques et vasculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T820";"Complication mécanique d'une prothèse valvulaire cardiaque";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T821";"Complication mécanique d'un appareil cardiaque électronique";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T822";"Complication mécanique d'un pontage coronarien et d'une greffe valvulaire cardiaque";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T823";"Complication mécanique d'autres greffes vasculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T824";"Complication mécanique d'un cathéter vasculaire de dialyse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T825";"Complication mécanique d'autres prothèses et implants cardiaques et vasculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T826";"Infection et réaction inflammatoire dues à une prothèse valvulaire cardiaque";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T827";"Infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes cardiaques et vasculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T828";"Autres complications précisées de prothèses, implants et greffes cardiaques et vasculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T82";"T829";"Complication d'une prothèse, d'un implant et d'une greffe cardiaques et vasculaires, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T83";"Complications de prothèses, implants et greffes génito-urinaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T830";"Complication mécanique d'une sonde urinaire (à demeure)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T831";"Complication mécanique d'autres prothèses et implants urinaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T832";"Complication mécanique d'une greffe d'organe urinaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T833";"Complication mécanique d'un dispositif intra-utérin contraceptif";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T834";"Complication mécanique d'autres prothèses, implants et greffes de l'appareil génital";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T835";"Infection et réaction inflammatoire dues à une prothèse, un implant et une greffe de l'appareil urinaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T836";"Infection et réaction inflammatoire dues à une prothèse, un implant et une greffe de l'appareil génital";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T838";"Autres complications de prothèses, implants et greffes de l'appareil génito-urinaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T83";"T839";"Complication d'une prothèse, d'un implant et d'une greffe de l'appareil génito-urinaire, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T84";"Complications de prothèses, implants et greffes orthopédiques internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T840";"Complication mécanique d'une prothèse articulaire interne";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T841";"Complication mécanique d'une prothèse interne de fixation d'os d'un membre";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T842";"Complication mécanique d'une prothèse interne de fixation d'autres os";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T843";"Complication mécanique d'autres prothèses, implants et greffes des os";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T844";"Complication mécanique d'autres prothèses, implants et greffes orthopédiques internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T845";"Infection et réaction inflammatoire dues à une prothèse articulaire interne";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T846";"Infection et réaction inflammatoire dues à un appareil de fixation interne [toute localisation]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T847";"Infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes orthopédiques internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T848";"Autres complications de prothèses, implants et greffes orthopédiques internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T84";"T849";"Complication d'une prothèse, d'un implant et d'une greffe orthopédiques internes, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T85";"Complications d'autres prothèses, implants et greffes internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T850";"Complication mécanique d'un shunt ventriculaire intracrânien (communication)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T851";"Complication mécanique de l'implantation d'un stimulateur électronique du système nerveux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T852";"Complication mécanique d'une lentille intra-oculaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T853";"Complication mécanique d'autres prothèses, implants et greffes oculaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T854";"Complication mécanique d'une prothèse et d'un implant mammaires";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T855";"Complication mécanique de prothèses, implants et greffes gastro-intestinaux";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T856";"Complication mécanique d'autres prothèses, implants et greffes internes précisés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T857";"Infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes internes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T858";"Autres complications de prothèses, implants et greffes internes, non classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T85";"T859";"Complication d'une prothèse, d'un implant et d'une greffe internes, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T86";"Échec et rejet d'organes et de tissus greffés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T860";"Rejet d'une greffe de moelle osseuse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T861";"Échec et rejet d'une greffe de rein";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T862";"Échec et rejet d'une greffe de coeur";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T863";"Échec et rejet d'une greffe coeur-poumon";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T864";"Échec et rejet d'une greffe de foie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T868";"Échec et rejet d'autres organes et tissus greffés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T86";"T869";"Échec et rejet d'un organe et d'un tissu greffés non précisés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T87";"Complications propres à une réimplantation et une amputation";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T870";"Complications d'une réimplantation de (ou d'une partie de) membre supérieur";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T871";"Complications d'une réimplantation de (ou d'une partie de) membre inférieur";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T872";"Complications d'une réimplantation d'une autre partie du corps";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T873";"Névrome sur moignon d'amputation";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T874";"Infection d'un moignon d'amputation";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"T87";"T875";"Nécrose d'un moignon d'amputation";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U06";"Usage urgent de U06";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U060";"Usage urgent de U06.0";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U061";"Usage urgent de U06.1";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U062";"Usage urgent de U06.2";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U063";"Usage urgent de U06.3";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U064";"Usage urgent de U06.4";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U065";"Usage urgent de U06.5";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U066";"Usage urgent de U06.6";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U067";"Usage urgent de U06.7";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U068";"Usage urgent de U06.8";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U06";"U069";"Usage urgent de U06.9";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U07";"Usage urgent de U07";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U070";"Usage urgent de U07.0";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U071";"Usage urgent de U07.1";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U072";"Usage urgent de U07.2";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U073";"Usage urgent de U07.3";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U074";"Usage urgent de U07.4";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U075";"Usage urgent de U07.5";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U076";"Usage urgent de U07.6";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U077";"Usage urgent de U07.7";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U078";"Usage urgent de U07.8";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U07";"U079";"Usage urgent de U07.9";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U80";"U80";"Agents résistant à la pénicilline et apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U80";"U800";"Agents résistant à la pénicilline";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U80";"U801";"Agents résistant à la méthicilline";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U80";"U808";"Agents résistant à d'autres antibiotiques apparentés à la pénicilline";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U81";"U81";"Agents résistant à la vancomycine et apparentés";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"U81";"U810";"Agents résistant à la vancomycine";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9110";"Ostéochondrite juvénile de la tête du fémur (Legg-Calvé-Perthes) - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9115";"Ostéochondrite juvénile de la tête du fémur (Legg-Calvé-Perthes) - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M912";"Coxa plana";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9120";"Coxa plana - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9125";"Coxa plana - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M913";"Pseudocoxalgie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9130";"Pseudocoxalgie - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9135";"Pseudocoxalgie - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M918";"Autres ostéochondrites juvéniles de la hanche et du bassin";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9180";"Autres ostéochondrites juvéniles de la hanche et du bassin - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9185";"Autres ostéochondrites juvéniles de la hanche et du bassin - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M919";"Ostéochondrite juvénile de la hanche et du bassin, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9190";"Ostéochondrite juvénile de la hanche et du bassin, sans précision - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M91";"M9195";"Ostéochondrite juvénile de la hanche et du bassin, sans précision - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M92";"Autres ostéochondrites juvéniles";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M920";"Ostéochondrite juvénile de l'humérus";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M921";"Ostéochondrite juvénile du radius et du cubitus";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M922";"Ostéochondrite juvénile de la main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M923";"Autres ostéochondrites juvéniles du membre supérieur";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M924";"Ostéochondrite juvénile de la rotule";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M925";"Ostéochondrite juvénile du tibia et du péroné";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M926";"Ostéochondrite juvénile du tarse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M927";"Ostéochondrite juvénile du métatarse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M928";"Autres ostéochondrites juvéniles précisées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M92";"M929";"Ostéochondrite juvénile, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M93";"Autres ostéochondropathies";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M930";"Épiphysiolyse de la tête fémorale [coxa vara retrosa] (non traumatique)";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M931";"Maladie de Kienböck de l'adulte";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M932";"Ostéochondrite disséquante";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M938";"Autres ostéochondropathies précisées";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M93";"M939";"Ostéochondropathie, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M94";"Autres affections du cartilage";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M940";"Syndrome des articulations chondro-costales [Tietze]";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9408";"Syndrome des articulations chondro-costales (Tietze) - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M941";"Polychondrite récidivante";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9410";"Polychondrite récidivante - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9411";"Polychondrite récidivante - Région scapulaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9412";"Polychondrite récidivante - Bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9413";"Polychondrite récidivante - Avant-bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9414";"Polychondrite récidivante - Main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9415";"Polychondrite récidivante - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9416";"Polychondrite récidivante - Jambe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9417";"Polychondrite récidivante - Cheville et pied";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9418";"Polychondrite récidivante - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9419";"Polychondrite récidivante - Siège non précisé";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M942";"Chondromalacie";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9420";"Chondromalacie - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9421";"Chondromalacie - Région scapulaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9422";"Chondromalacie - Bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9423";"Chondromalacie - Avant-bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9424";"Chondromalacie - Main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9425";"Chondromalacie - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9426";"Chondromalacie - Jambe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9427";"Chondromalacie - Cheville et pied";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9428";"Chondromalacie - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9429";"Chondromalacie - Siège non précisé";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M943";"Chondrolyse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9430";"Chondrolyse - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9431";"Chondrolyse - Région scapulaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9432";"Chondrolyse - Bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9433";"Chondrolyse - Avant-bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9434";"Chondrolyse - Main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9435";"Chondrolyse - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9436";"Chondrolyse - Jambe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9437";"Chondrolyse - Cheville et pied";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9438";"Chondrolyse - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9439";"Chondrolyse - Siège non précisé";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M948";"Autres affections précisées du cartilage";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9480";"Autres affections précisées du cartilage - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9481";"Autres affections précisées du cartilage - Région scapulaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9482";"Autres affections précisées du cartilage - Bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9483";"Autres affections précisées du cartilage - Avant-bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9484";"Autres affections précisées du cartilage - Main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9485";"Autres affections précisées du cartilage - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9486";"Autres affections précisées du cartilage - Jambe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9487";"Autres affections précisées du cartilage - Cheville et pied";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9488";"Autres affections précisées du cartilage - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9489";"Autres affections précisées du cartilage - Siège non précisé";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M949";"Affection du cartilage, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9490";"Affection du cartilage, sans précision - Sièges multiples";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9491";"Affection du cartilage, sans précision - Région scapulaire";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9492";"Affection du cartilage, sans précision - Bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9493";"Affection du cartilage, sans précision - Avant-bras";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9494";"Affection du cartilage, sans précision - Main";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9495";"Affection du cartilage, sans précision - Région pelvienne et cuisse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9496";"Affection du cartilage, sans précision - Jambe";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9497";"Affection du cartilage, sans précision - Cheville et pied";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9498";"Affection du cartilage, sans précision - Autres localisations";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M94";"M9499";"Affection du cartilage, sans précision - Siège non précisé";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M95";"Autres déformations du système ostéo-articulaire, des muscles et du tissu conjonctif";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M950";"Déformation du nez";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M951";"""""Oreille """"""""en chou-fleur""""""""""""";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M952";"Autres déformations de la tête";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M953";"Déformation du cou";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M954";"Déformation du thorax et des côtes";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M955";"Déformation du bassin";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M958";"Autres déformations précisées du système ostéo-articulaire, des muscles et du tissu conjonctif";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M95";"M959";"Déformation du système ostéo-articulaire, des muscles et du tissu conjonctif, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M96";"M96";"Affections du système ostéo-articulaire et des muscles après un acte à visée diagnostique et thérapeutique, non classées ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M96";"M960";"Pseudarthrose après arthrodèse";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M96";"M961";"Syndrome post-laminectomie, non classé ailleurs";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"M96";"M962";"Cyphose après irradiation";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P52";"P524";"Hémorragie intracérébrale (non traumatique) du foetus et du nouveau-né";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P52";"P525";"Hémorragie sous-arachnoïdienne (non traumatique) du foetus et du nouveau-né";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P52";"P526";"Hémorragie cérébelleuse et de la fosse postérieure (non traumatique) du foetus et du nouveau-né";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P52";"P528";"Autres hémorragies intracrâniennes (non traumatiques) du foetus et du nouveau-né";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P52";"P529";"Hémorragie intracrânienne (non traumatique) du foetus et du nouveau-né, sans précision";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P53";"P53";"Maladie hémorragique du foetus et du nouveau-né";"V8.0";"02JUL2017:00:00:00";NA;NA
"IR_CIM_V";0;99;"P54";"P54";"Autres hémorragies néonatales";"V8.0";"02JUL2017:00:00:00";NA;NA
