"nom_table";"TEC_COL";"CAT_CIM_COD";"CAT_CIM_LIB";"CPT_COP_NUM"
"IR_CCI_V";0;"K56";"Iléus paralytique et occlusion intestinale sans hernie";NA
"IR_CCI_V";0;"K60";"Fissure et fistule des régions anale et rectale";NA
"IR_CCI_V";0;"K67";"Atteintes péritonéales au cours de maladies infectieuses classées ailleurs";NA
"IR_CCI_V";0;"K82";"Autres maladies de la vésicule biliaire";NA
"IR_CCI_V";0;"K83";"Autres maladies des voies biliaires";NA
"IR_CCI_V";0;"M12";"Autres arthropathies spécifiques";NA
"IR_CCI_V";0;"M32";"Lupus érythémateux disséminé";NA
"IR_CCI_V";0;"M41";"Scoliose";NA
"IR_CCI_V";0;"M60";"Myosite";NA
"IR_CCI_V";0;"M83";"Ostéomalacie de l'adulte";NA
"IR_CCI_V";0;"M67";"Autres atteintes de la synoviale et du tendon";NA
"IR_CCI_V";0;"M71";"Autres bursites";NA
"IR_CCI_V";0;"M93";"Autres ostéochondropathies";NA
"IR_CCI_V";0;"M95";"Autres déformations du système ostéo-articulaire, des muscles et du tissu conjonctif";NA
"IR_CCI_V";0;"M84";"Anomalie de la continuité osseuse";NA
"IR_CCI_V";0;"M89";"Autres maladies osseuses";NA
"IR_CCI_V";0;"O02";"Autres produits anormaux de la conception";NA
"IR_CCI_V";0;"O11";"Prééclampsie surajoutée à une hypertension chronique";NA
"IR_CCI_V";0;"O12";"Oedème et protéinurie gestationnels [liés à la grossesse] sans hypertension";NA
"IR_CCI_V";0;"O35";"Soins maternels pour anomalie et lésion foetales, connues ou présumées";NA
"IR_CCI_V";0;"O40";"Hydramnios";NA
"IR_CCI_V";0;"O42";"Rupture prématurée des membranes";NA
"IR_CCI_V";0;"N05";"Syndrome néphritique, sans précision";NA
"IR_CCI_V";0;"N08";"Glomérulopathies au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N16";"Maladies rénales tubulo-interstitielles au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N23";"Colique néphrétique, sans précision";NA
"IR_CCI_V";0;"N32";"Autres affections de la vessie";NA
"IR_CCI_V";0;"N33";"Affections de la vessie au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N60";"Dysplasies mammaires bénignes";NA
"IR_CCI_V";0;"N86";"Érosion et ectropion du col de l'utérus";NA
"IR_CCI_V";0;"P81";"Autres troubles de la régulation thermique du nouveau-né";NA
"IR_CCI_V";0;"Q02";"Microcéphalie";NA
"IR_CCI_V";0;"Q41";"Absence, atrésie et sténose congénitales de l'intestin grêle";NA
"IR_CCI_V";0;"Q42";"Absence, atrésie et sténose congénitales du côlon";NA
"IR_CCI_V";0;"O70";"Déchirure obstétricale du périnée";NA
"IR_CCI_V";0;"O73";"Rétention du placenta et des membranes, sans hémorragie";NA
"IR_CCI_V";0;"O81";"Accouchement unique par forceps et ventouse";NA
"IR_CCI_V";0;"O84";"Accouchements multiples";NA
"IR_CCI_V";0;"O91";"Infections mammaires associées à l'accouchement";NA
"IR_CCI_V";0;"O95";"Mort d'origine obstétricale de cause non précisée";NA
"IR_CCI_V";0;"O99";"Autres maladies de la mère classées ailleurs mais compliquant la grossesse, l'accouchement et la puerpéralité";NA
"IR_CCI_V";0;"P00";"Foetus et nouveau-né affectés par des affections maternelles, éventuellement sans rapport avec la grossesse actuelle";NA
"IR_CCI_V";0;"P11";"Autres lésions du système nerveux central dues à un traumatisme obstétrical";NA
"IR_CCI_V";0;"P23";"Pneumopathie congénitale";NA
"IR_CCI_V";0;"P29";"Affections cardio-vasculaires survenant pendant la période périnatale";NA
"IR_CCI_V";0;"P39";"Autres infections spécifiques de la période périnatale";NA
"IR_CCI_V";0;"P72";"Autres anomalies endocriniennes transitoires du nouveau-né";NA
"IR_CCI_V";0;"Q96";"Syndrome de Turner";NA
"IR_CCI_V";0;"R06";"Anomalies de la respiration";NA
"IR_CCI_V";0;"R13";"Dysphagie";NA
"IR_CCI_V";0;"R29";"Autres symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire";NA
"IR_CCI_V";0;"R44";"Autres symptômes et signes relatifs aux sensations et aux perceptions générales";NA
"IR_CCI_V";0;"R46";"Symptômes et signes relatifs à l'apparence et au comportement";NA
"IR_CCI_V";0;"R52";"Douleur, non classée ailleurs";NA
"IR_CCI_V";0;"R60";"Oedème, non classé ailleurs";NA
"IR_CCI_V";0;"R61";"Hyperhidrose";NA
"IR_CCI_V";0;"R63";"Symptômes et signes relatifs à l'absorption d'aliments et de liquides";NA
"IR_CCI_V";0;"R64";"Cachexie";NA
"IR_CCI_V";0;"R71";"Anomalies des globules rouges";NA
"IR_CCI_V";0;"R75";"Mise en évidence par des examens de laboratoire du virus de l'immunodéficience humaine [VIH]";NA
"IR_CCI_V";0;"R79";"Autres résultats anormaux des examens chimiques du sang";NA
"IR_CCI_V";0;"R84";"Résultats anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax";NA
"IR_CCI_V";0;"Q60";"Agénésie rénale et autres défauts de développement rénal";NA
"IR_CCI_V";0;"Q61";"Maladies kystiques du rein";NA
"IR_CCI_V";0;"Q66";"Anomalies morphologiques congénitales du pied";NA
"IR_CCI_V";0;"Q69";"Polydactylie";NA
"IR_CCI_V";0;"Q74";"Autres malformations congénitales d'un (des) membre(s)";NA
"IR_CCI_V";0;"Q91";"Syndrome d'Edwards et syndrome de Patau";NA
"IR_CCI_V";0;"S57";"Écrasement de l'avant-bras";NA
"IR_CCI_V";0;"S69";"Lésions traumatiques du poignet et de la main, autres et sans précision";NA
"IR_CCI_V";0;"S74";"Lésion traumatique de nerfs au niveau de la hanche et de la cuisse";NA
"IR_CCI_V";0;"S81";"Plaie ouverte de la jambe";NA
"IR_CCI_V";0;"S08";"Amputation traumatique d'une partie de la tête";NA
"IR_CCI_V";0;"S13";"Luxation, entorse et foulure des articulations et des ligaments au niveau du cou";NA
"IR_CCI_V";0;"S16";"Lésion traumatique des muscles et des tendons au niveau du cou";NA
"IR_CCI_V";0;"S23";"Luxation, entorse et foulure des articulations et des ligaments du thorax";NA
"IR_CCI_V";0;"Z88";"Antécédents personnels d'allergie à des médicaments et des substances biologiques";NA
"IR_CCI_V";0;"Z99";"Dépendance envers des machines et appareils auxiliaires, non classée ailleurs";NA
"IR_CCI_V";0;"Z64";"Difficultés liées à certaines situations psychosociales";NA
"IR_CCI_V";0;"T38";"Intoxication par hormones et leurs substituts synthétiques et antagonistes, non classés ailleurs";NA
"IR_CCI_V";0;"F63";"Troubles des habitudes et des impulsions";NA
"IR_CCI_V";0;"F72";"Retard mental grave";NA
"IR_CCI_V";0;"F73";"Retard mental profond";NA
"IR_CCI_V";0;"F80";"Troubles spécifiques du développement de la parole et du langage";NA
"IR_CCI_V";0;"F99";"Trouble mental, sans autre indication";NA
"IR_CCI_V";0;"E78";"Anomalies du métabolisme des lipoprotéines et autres lipidémies";NA
"IR_CCI_V";0;"E88";"Autres anomalies métaboliques";NA
"IR_CCI_V";0;"E89";"Anomalies endocriniennes et métaboliques après un acte à visée diagnostique et thérapeutique, non classées ailleurs";NA
"IR_CCI_V";0;"V84";"Occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport";NA
"IR_CCI_V";0;"X44";"Intoxication accidentelle par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision";NA
"IR_CCI_V";0;"Y30";"Chute, saut ou précipitation dans le vide, intention non déterminée";NA
"IR_CCI_V";0;"V16";"Cycliste blessé dans une collision avec un autre véhicule sans moteur";NA
"IR_CCI_V";0;"V18";"Cycliste blessé dans un accident de transport, sans collision";NA
"IR_CCI_V";0;"V91";"Accident de bateau provoquant d'autres lésions traumatiques";NA
"IR_CCI_V";0;"V29";"Motocycliste blessé dans des accidents de transport, autres et sans précision";NA
"IR_CCI_V";0;"V93";"Accident à bord d'un bateau, sans accident du bateau, ne causant ni noyade ni submersion";NA
"IR_CCI_V";0;"V95";"Accident d'aéronef à moteur dans lequel un occupant est blessé";NA
"IR_CCI_V";0;"V98";"Autres accidents de transport précisés";NA
"IR_CCI_V";0;"W01";"Chute de plain-pied résultant de glissade, faux pas et trébuchement";NA
"IR_CCI_V";0;"X59";"Exposition à des facteurs, sans précision";NA
"IR_CCI_V";0;"X63";"Auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits";NA
"IR_CCI_V";0;"R14";"Flatulence et troubles apparentés";NA
"IR_CCI_V";0;"R23";"Autres modifications de la peau";NA
"IR_CCI_V";0;"R27";"Autres troubles de la coordination";NA
"IR_CCI_V";0;"R32";"Incontinence urinaire, sans précision";NA
"IR_CCI_V";0;"R40";"Somnolence, stupeur et coma";NA
"IR_CCI_V";0;"R47";"Troubles du langage, non classés ailleurs";NA
"IR_CCI_V";0;"R48";"Dyslexie et autres troubles de la fonction symbolique, non classés ailleurs";NA
"IR_CCI_V";0;"R50";"Fièvre d'origine autre et inconnue";NA
"IR_CCI_V";0;"Q44";"Malformations congénitales de la vésicule biliaire, des voies biliaires et du foie";NA
"IR_CCI_V";0;"Q50";"Malformations congénitales des ovaires, des trompes de Fallope et des ligaments larges";NA
"IR_CCI_V";0;"Q64";"Autres malformations congénitales de l'appareil urinaire";NA
"IR_CCI_V";0;"Q72";"Raccourcissement (congénital) du membre inférieur";NA
"IR_CCI_V";0;"Q76";"Malformations congénitales du rachis et du thorax osseux";NA
"IR_CCI_V";0;"Q77";"Ostéochondrodysplasie avec anomalies de la croissance des os longs et du rachis";NA
"IR_CCI_V";0;"Q81";"Épidermolyse bulleuse";NA
"IR_CCI_V";0;"Q83";"Malformations congénitales du sein";NA
"IR_CCI_V";0;"Q92";"Autres trisomies et trisomies partielles des autosomes, non classées ailleurs";NA
"IR_CCI_V";0;"S59";"Lésions traumatiques de l'avant-bras, autres et sans précision";NA
"IR_CCI_V";0;"S71";"Plaie ouverte de la hanche et de la cuisse";NA
"IR_CCI_V";0;"S73";"Luxation, entorse et foulure de l'articulation et des ligaments de la hanche";NA
"IR_CCI_V";0;"S19";"Lésions traumatiques du cou, autres et sans précision";NA
"IR_CCI_V";0;"S26";"Lésion traumatique du coeur";NA
"IR_CCI_V";0;"S33";"Luxation, entorse et foulure des articulations et des ligaments du rachis lombaire et du bassin";NA
"IR_CCI_V";0;"S48";"Amputation traumatique de l'épaule et du bras";NA
"IR_CCI_V";0;"Z80";"Antécédents familiaux de tumeur maligne";NA
"IR_CCI_V";0;"Z85";"Antécédents personnels de tumeur maligne";NA
"IR_CCI_V";0;"Z87";"Antécédents personnels d'autres maladies";NA
"IR_CCI_V";0;"Z55";"Difficultés liées à l'éducation et l'alphabétisation";NA
"IR_CCI_V";0;"Z57";"Difficultés liées à l'exposition professionnelle à des facteurs de risque";NA
"IR_CCI_V";0;"Z59";"Difficultés liées au logement et aux conditions économiques";NA
"IR_CCI_V";0;"Z61";"Difficultés liées à une enfance malheureuse";NA
"IR_CCI_V";0;"Z95";"Présence d'implants et de greffes cardiaques et vasculaires";NA
"IR_CCI_V";0;"Z97";"Présence d'autres appareils";NA
"IR_CCI_V";0;"Z63";"Autres difficultés liées à l'entourage immédiat, y compris la situation familiale";NA
"IR_CCI_V";0;"Z74";"Difficultés liées à une dépendance envers la personne qui donne les soins";NA
"IR_CCI_V";0;"X21";"Contact avec des araignées venimeuses";NA
"IR_CCI_V";0;"T85";"Complications d'autres prothèses, implants et greffes internes";NA
"IR_CCI_V";0;"Y19";"Intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée";NA
"IR_CCI_V";0;"Y22";"Décharge d'une arme de poing, intention non déterminée";NA
"IR_CCI_V";0;"Y23";"Décharge de fusil, de carabine et d'arme de plus grande taille, intention non déterminée";NA
"IR_CCI_V";0;"T93";"Séquelles de lésions traumatiques du membre inférieur";NA
"IR_CCI_V";0;"U83";"Résistance aux autres antibiotiques";NA
"IR_CCI_V";0;"X41";"Intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs";NA
"IR_CCI_V";0;"X43";"Intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances";NA
"IR_CCI_V";0;"X46";"Intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits";NA
"IR_CCI_V";0;"V15";"Cycliste blessé dans une collision avec un train ou un véhicule ferroviaire";NA
"IR_CCI_V";0;"V17";"Cycliste blessé dans une collision avec un objet fixe ou stationnaire";NA
"IR_CCI_V";0;"V92";"Noyade et submersion durant un transport par eau, sans accident de bateau";NA
"IR_CCI_V";0;"X52";"Séjour prolongé en apesanteur";NA
"IR_CCI_V";0;"X53";"Privation d'aliments";NA
"IR_CCI_V";0;"Y56";"Effets indésirables des substances à usage topique agissant essentiellement sur la peau et les muqueuses, médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire";NA
"IR_CCI_V";0;"W03";"Autre chute de plain-pied due à une collision avec, ou une poussée par un tiers";NA
"IR_CCI_V";0;"Z00";"Examen général et investigations de sujets ne se plaignant de rien ou pour lesquels aucun diagnostic n'est rapporté";NA
"IR_CCI_V";0;"W16";"Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion";NA
"IR_CCI_V";0;"W17";"Autre chute d'un niveau à un autre";NA
"IR_CCI_V";0;"X74";"Lésion auto-infligée par décharge d'armes à feu, autres et sans précision";NA
"IR_CCI_V";0;"Y65";"Autres accidents et complications au cours d'actes médicaux et chirurgicaux";NA
"IR_CCI_V";0;"Y69";"Accident et complication au cours d'un acte médical et chirurgical, sans précision";NA
"IR_CCI_V";0;"Y70";"Appareils d'anesthésiologie, associés à des accidents";NA
"IR_CCI_V";0;"Y71";"Appareils cardio-vasculaires, associés à des accidents";NA
"IR_CCI_V";0;"V43";"Occupant d'une automobile blessé dans une collision avec une automobile ou une camionnette";NA
"IR_CCI_V";0;"W27";"Contact avec un outil à main non électrique";NA
"IR_CCI_V";0;"X79";"Lésion auto-infligée par utilisation d'objet contondant";NA
"IR_CCI_V";0;"X85";"Agression par médicaments et substances biologiques";NA
"IR_CCI_V";0;"Z25";"Nécessité d'une vaccination contre d'autres maladies virales uniques";NA
"IR_CCI_V";0;"Z34";"Surveillance d'une grossesse normale";NA
"IR_CCI_V";0;"W43";"Exposition aux vibrations";NA
"IR_CCI_V";0;"X92";"Agression par noyade et submersion";NA
"IR_CCI_V";0;"Y51";"Effets indésirables des médicaments agissant essentiellement sur le système nerveux autonome";NA
"IR_CCI_V";0;"V59";"Occupant d'une camionnette blessé dans des accidents de transport, autres et sans précision";NA
"IR_CCI_V";0;"V60";"Occupant d'un véhicule lourd blessé dans une collision avec un piéton ou un animal";NA
"IR_CCI_V";0;"Y05";"Agression sexuelle par la force physique";NA
"IR_CCI_V";0;"Y85";"Séquelles d'un accident de transport";NA
"IR_CCI_V";0;"Y87";"Séquelles d'une lésion auto-infligée, d'une agression ou d'un événement d'intention non déterminée";NA
"IR_CCI_V";0;"V64";"Occupant d'un véhicule lourd blessé dans une collision avec un véhicule lourd ou un autobus";NA
"IR_CCI_V";0;"W60";"Contact avec des épines de plantes et des feuilles acérées";NA
"IR_CCI_V";0;"Z47";"Autres soins de contrôle orthopédiques";NA
"IR_CCI_V";0;"S91";"Plaie ouverte de la cheville et du pied";NA
"IR_CCI_V";0;"S95";"Lésion traumatique de vaisseaux sanguins au niveau de la cheville et du pied";NA
"IR_CCI_V";0;"T47";"Intoxication par substances agissant essentiellement sur le tractus gastro-intestinal";NA
"IR_CCI_V";0;"T48";"Intoxication par substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire";NA
"IR_CCI_V";0;"T02";"Fractures de plusieurs parties du corps";NA
"IR_CCI_V";0;"T06";"Autres lésions traumatiques de plusieurs parties du corps, non classées ailleurs";NA
"IR_CCI_V";0;"T09";"Autres lésions traumatiques du rachis et du tronc, niveau non précisé";NA
"IR_CCI_V";0;"W80";"Inhalation et ingestion d'autres objets provoquant une obstruction des voies respiratoires";NA
"IR_CCI_V";0;"X06";"Exposition à l'inflammation ou la fonte d'autres vêtements et parures";NA
"IR_CCI_V";0;"X08";"Exposition à d'autres fumées, feux et flammes précisés";NA
"IR_CCI_V";0;"X11";"Contact avec de l'eau bouillante provenant d'un robinet";NA
"IR_CCI_V";0;"T55";"Effet toxique de savons et détergents";NA
"IR_CCI_V";0;"G99";"Autres affections du système nerveux au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"H04";"Affections de l'appareil lacrymal";NA
"IR_CCI_V";0;"H31";"Autres affections de la choroïde";NA
"IR_CCI_V";0;"H50";"Autres strabismes";NA
"IR_CCI_V";0;"H55";"Nystagmus et autres anomalies des mouvements oculaires";NA
"IR_CCI_V";0;"H57";"Autres affections de l'oeil et de ses annexes";NA
"IR_CCI_V";0;"H69";"Autres affections de la trompe d'Eustache";NA
"IR_CCI_V";0;"H70";"Mastoïdite et affections apparentées";NA
"IR_CCI_V";0;"H81";"Atteintes des fonctions vestibulaires";NA
"IR_CCI_V";0;"H83";"Autres maladies de l'oreille interne";NA
"IR_CCI_V";0;"H92";"Otalgie et écoulement par l'oreille";NA
"IR_CCI_V";0;"I00";"Rhumatisme articulaire aigu, sans mention d'atteinte cardiaque";NA
"IR_CCI_V";0;"G10";"Chorée de Huntington";NA
"IR_CCI_V";0;"G11";"Ataxie héréditaire";NA
"IR_CCI_V";0;"G22";"Syndrome parkinsonien au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"G24";"Dystonie";NA
"IR_CCI_V";0;"G59";"Mononévrite au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"G60";"Neuropathie héréditaire et idiopathique";NA
"IR_CCI_V";0;"G71";"Affections musculaires primitives";NA
"IR_CCI_V";0;"G72";"Autres myopathies";NA
"IR_CCI_V";0;"G81";"Hémiplégie";NA
"IR_CCI_V";0;"G95";"Autres affections de la moelle épinière";NA
"IR_CCI_V";0;"J36";"Angine phlegmoneuse";NA
"IR_CCI_V";0;"J39";"Autres maladies des voies respiratoires supérieures";NA
"IR_CCI_V";0;"J81";"Oedème pulmonaire";NA
"IR_CCI_V";0;"I35";"Atteintes non rhumatismales de la valvule aortique";NA
"IR_CCI_V";0;"I69";"Séquelles de maladies cérébrovasculaires";NA
"IR_CCI_V";0;"I81";"Thrombose de la veine porte";NA
"IR_CCI_V";0;"I82";"Autres embolies et thromboses veineuses";NA
"IR_CCI_V";0;"I89";"Autres atteintes non infectieuses des vaisseaux et des ganglions lymphatiques";NA
"IR_CCI_V";0;"J01";"Sinusite aiguë";NA
"IR_CCI_V";0;"J02";"Pharyngite aiguë";NA
"IR_CCI_V";0;"J03";"Amygdalite aiguë";NA
"IR_CCI_V";0;"J16";"Pneumopathie due à d'autres micro-organismes infectieux, non classée ailleurs";NA
"IR_CCI_V";0;"L02";"Abcès cutané, furoncle et anthrax";NA
"IR_CCI_V";0;"L08";"Autres infections localisées de la peau et du tissu cellulaire sous-cutané";NA
"IR_CCI_V";0;"L10";"Pemphigus";NA
"IR_CCI_V";0;"L41";"Parapsoriasis";NA
"IR_CCI_V";0;"L66";"Alopécie cicatricielle";NA
"IR_CCI_V";0;"L83";"Acanthosis nigricans";NA
"IR_CCI_V";0;"L86";"Kératodermie au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"L94";"Autres affections localisées du tissu conjonctif";NA
"IR_CCI_V";0;"L95";"Vascularite [angéite] limitée à la peau, non classée ailleurs";NA
"IR_CCI_V";0;"L97";"Ulcère du membre inférieur, non classé ailleurs";NA
"IR_CCI_V";0;"K20";"Oesophagite";NA
"IR_CCI_V";0;"K23";"Atteintes de l'osoephage au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"K35";"Appendicite aiguë";NA
"IR_CCI_V";0;"K40";"Hernie inguinale";NA
"IR_CCI_V";0;"K42";"Hernie ombilicale";NA
"IR_CCI_V";0;"K55";"Troubles vasculaires de l'intestin";NA
"IR_CCI_V";0;"K57";"Diverticulose de l'intestin";NA
"IR_CCI_V";0;"K76";"Autres maladies du foie";NA
"IR_CCI_V";0;"M34";"Sclérose systémique";NA
"IR_CCI_V";0;"M61";"Calcification et ossification de muscles";NA
"IR_CCI_V";0;"M81";"Ostéoporose sans fracture pathologique";NA
"IR_CCI_V";0;"M77";"Autres enthésopathies";NA
"IR_CCI_V";0;"N03";"Syndrome néphritique chronique";NA
"IR_CCI_V";0;"N89";"Autres affections non inflammatoires du vagin";NA
"IR_CCI_V";0;"N96";"Avortements à répétition";NA
"IR_CCI_V";0;"O01";"Môle hydatiforme";NA
"IR_CCI_V";0;"O16";"Hypertension de la mère, sans précision";NA
"IR_CCI_V";0;"O21";"Vomissements incoercibles au cours de la grossesse";NA
"IR_CCI_V";0;"O31";"Complications spécifiques à une grossesse multiple";NA
"IR_CCI_V";0;"O32";"Soins maternels pour présentation anormale connue ou présumée du foetus";NA
"IR_CCI_V";0;"O47";"Faux travail";NA
"IR_CCI_V";0;"O48";"Grossesse prolongée";NA
"IR_CCI_V";0;"O63";"Travail prolongé";NA
"IR_CCI_V";0;"O64";"Dystocie due à une position et une présentation anormales du foetus";NA
"IR_CCI_V";0;"O65";"Dystocie due à une anomalie pelvienne de la mère";NA
"IR_CCI_V";0;"O66";"Autres dystocies";NA
"IR_CCI_V";0;"N06";"Protéinurie isolée avec lésions morphologiques précisées";NA
"IR_CCI_V";0;"N22";"Calcul des voies urinaires au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N29";"Autres affections du rein et de l'uretère au cours de maladies classées ailleurs";NA
"IR_CCI_V";0;"N35";"Rétrécissement urétral";NA
"IR_CCI_V";0;"N39";"Autres affections de l'appareil urinaire";NA
"IR_CCI_V";0;"N45";"Orchite et épididymite";NA
"IR_CCI_V";0;"N49";"Affections inflammatoires des organes génitaux de l'homme, non classées ailleurs";NA
"IR_CCI_V";0;"N87";"Dysplasie du col de l'utérus";NA
"IR_CCI_V";0;"P96";"Autres affections dont l'origine se situe dans la période périnatale";NA
"IR_CCI_V";0;"Q23";"Malformations congénitales des valvules aortique et mitrale";NA
"IR_CCI_V";0;"Q26";"Malformations congénitales des grandes veines";NA
"IR_CCI_V";0;"Q39";"Malformations congénitales de l'oesophage";NA
"IR_CCI_V";0;"Q40";"Autres malformations congénitales des voies digestives supérieures";NA
"IR_CCI_V";0;"O75";"Autres complications du travail et de l'accouchement, non classées ailleurs";NA
"IR_CCI_V";0;"O83";"Autres accouchements uniques avec assistance";NA
"IR_CCI_V";0;"O89";"Complications de l'anesthésie au cours de la puerpéralité";NA
"IR_CCI_V";0;"O96";"Mort d'origine obstétricale, survenant plus de 42 jours mais moins d'un an après l'accouchement";NA
"IR_CCI_V";0;"P08";"Anomalies liées à une gestation prolongée et un poids élevé à la naissance";NA
"IR_CCI_V";0;"P12";"Lésion du cuir chevelu due à un traumatisme obstétrical";NA
"IR_CCI_V";0;"P20";"Hypoxie intra-utérine";NA
"IR_CCI_V";0;"P22";"Détresse respiratoire du nouveau-né";NA
"IR_CCI_V";0;"P26";"Hémorragie pulmonaire survenant pendant la période périnatale";NA
"IR_CCI_V";0;"P53";"Maladie hémorragique du foetus et du nouveau-né";NA
"IR_CCI_V";0;"P70";"Anomalies transitoires du métabolisme des glucides spécifiques du foetus et du nouveau-né";NA
"IR_CCI_V";0;"R01";"Souffles et autres bruits cardiaques";NA
"IR_CCI_V";0;"R10";"Douleur abdominale et pelvienne";NA
"IR_CCI_V";0;"R17";"Ictère, sans précision";NA
"IR_CCI_V";0;"R34";"Anurie et oligurie";NA
"IR_CCI_V";0;"R51";"Céphalée";NA
"IR_CCI_V";0;"R53";"Malaise et fatigue";NA
"IR_CCI_V";0;"R59";"Adénopathies";NA
"IR_CCI_V";0;"R68";"Autres symptômes et signes généraux";NA
"IR_CCI_V";0;"R70";"Accélération de la vitesse de sédimentation et anomalies de la viscosité plasmatique";NA
"IR_CCI_V";0;"R78";"Présence de drogues et d'autres substances non trouvées normalement dans le sang";NA
"IR_CCI_V";0;"R89";"Résultats anormaux de prélèvements effectués sur d'autres organes, appareils et tissus";NA
"IR_CCI_V";0;"R93";"Résultats anormaux d'imagerie diagnostique d'autres parties du corps";NA
"IR_CCI_V";0;"R99";"Autres causes de mortalité mal définies et non précisées";NA
"IR_CCI_V";0;"Q54";"Hypospadias";NA
"IR_CCI_V";0;"Q65";"Anomalies morphologiques congénitales de la hanche";NA
"IR_CCI_V";0;"S64";"Lésion traumatique de nerfs au niveau du poignet et de la main";NA
"IR_CCI_V";0;"S65";"Lésion traumatique de vaisseaux sanguins au niveau du poignet et de la main";NA
"IR_CCI_V";0;"S66";"Lésion traumatique de muscles et de tendons au niveau du poignet et de la main";NA
"IR_CCI_V";0;"S75";"Lésion traumatique de vaisseaux sanguins au niveau de la hanche et de la cuisse";NA
"IR_CCI_V";0;"S78";"Amputation traumatique de la hanche et de la cuisse";NA
"IR_CCI_V";0;"S83";"Luxation, entorse et foulure des articulations et des ligaments du genou";NA
"IR_CCI_V";0;"S85";"Lésion traumatique de vaisseaux sanguins au niveau de la jambe";NA
"IR_CCI_V";0;"S06";"Lésion traumatique intracrânienne";NA
"IR_CCI_V";0;"S17";"Écrasement du cou";NA
"IR_CCI_V";0;"S22";"Fracture de côte(s), du sternum et du rachis dorsal";NA
"IR_CCI_V";0;"S30";"Lésion traumatique superficielle de l'abdomen, des lombes et du bassin";NA
"IR_CCI_V";0;"S34";"Lésion traumatique des nerfs et de la moelle épinière lombaire au niveau de l'abdomen, des lombes et du bassin";NA
"IR_CCI_V";0;"S42";"Fracture de l'épaule et du bras";NA
"IR_CCI_V";0;"S51";"Plaie ouverte de l'avant-bras";NA
"IR_CCI_V";0;"Z89";"Absence acquise d'un membre";NA
"IR_CCI_V";0;"Z60";"Difficultés liées à l'environnement social";NA
"IR_CCI_V";0;"Z62";"Autres difficultés liées à l'éducation";NA
"IR_CCI_V";0;"Z72";"Difficultés liées au mode de vie";NA
"IR_CCI_V";0;"T35";"Gelure de parties multiples du corps et sans précision";NA
"IR_CCI_V";0;"X22";"Contact avec des scorpions";NA
"IR_CCI_V";0;"X23";"Contact avec des frelons, guêpes et abeilles";NA
"IR_CCI_V";0;"T86";"Échec et rejet d'organes et de tissus greffés";NA
"IR_CCI_V";0;"T90";"Séquelles de lésions traumatiques de la tête";NA
"IR_CCI_V";0;"V68";"Occupant d'un véhicule lourd blessé dans un accident de transport, sans collision";NA
"IR_CCI_V";0;"T91";"Séquelles de lésions traumatiques du cou et du tronc";NA
"IR_CCI_V";0;"T94";"Séquelles de lésions traumatiques de parties du corps multiples et non précisées";NA
"IR_CCI_V";0;"U81";"Agents résistant à la vancomycine et apparentés";NA
"IR_CCI_V";0;"X42";"Intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs";NA
"IR_CCI_V";0;"V13";"Cycliste blessé dans une collision avec une automobile ou une camionnette";NA
"IR_CCI_V";0;"V80";"Personne montant un animal ou occupant un véhicule à traction animale blessée dans un accident de transport";NA
"IR_CCI_V";0;"B05";"Rougeole";NA
"IR_CCI_V";0;"B06";"Rubéole";NA
"IR_CCI_V";0;"B18";"Hépatite virale chronique";NA
"IR_CCI_V";0;"A00";"Choléra";NA
"IR_CCI_V";0;"A03";"Shigellose";NA
"IR_CCI_V";0;"C84";"Lymphomes à cellules T/NK matures";NA
"IR_CCI_V";0;"C85";"Lymphome non hodgkinien, de types autres et non précisés";NA
"IR_CCI_V";0;"C92";"Leucémie myéloïde";NA
"IR_CCI_V";0;"C96";"Tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés, autres et non précisées";NA
