CODE_UCD;LISTE;NOM_COURT;DT_DINSCRI;DT_FINSCRI;MOTIF_FIN;LABO_EXP;DT_SOURDOC;DT_APPRIX;PRIX_HT;PRIX_TTC;T_FACTURE;MARGE_TTC;DT_APTAUX;TAUX;DT_DCOUSUP;DT_FCOUSUP;DT_APMAJO;MAJO_971;MAJO_972;MAJO_973;MAJO_974;DT_DLPRIVE;DT_FLPRIVE;DT_DLPUBLI;DT_FLPUBLI;NOM_LONG1;NOM_LONG2;ETAT;COD_FORME;FORME;COD_CFORME;CPMTFORME;DDD;D_ADMINIST;PAR_VOIE;COD_ATC;CLASSE_ATC;COD_EPHMRA;CLA_EPHMRA;RH;PH;PIH;SP;PS
9364270;R;IRINOTECAN ACTAVIS 20 MG/ML solution à diluer pour perfusion en flacon de 15 ml;10/10/2012;;;ACTAVIS FRANCE;09/10/2012;10/10/2012;477;487,02;N;22.0;10/10/2012;100.0;;;10/10/2012;1,16;1,16;1,16;1,16;;;;;IRINOTECAN ACTAVIS 20 MG/ML solution à diluer pour perfusion en flacon de 15 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;N
9364519;R;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyoléfine suremballée de 100 ml;10/08/2012;;;ACTAVIS FRANCE;09/08/2012;10/08/2012;9,133;9,32;N;22.0;10/08/2012;100.0;;;10/08/2012;1,16;1,16;1,16;1,16;;;;;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyoléfine suremballée de 100 ml;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;O;N;N;N;N
9364525;R;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyoléfine suremballée de 200 ml;10/08/2012;;;ACTAVIS FRANCE;09/08/2012;10/08/2012;15,058;15,37;N;22.0;10/08/2012;100.0;;;10/08/2012;1,16;1,16;1,16;1,16;;;;;ROPIVACAINE ACTAVIS 2 MG/ML solution pour perfusion en poche polyoléfine suremballée de 200 ml;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;O;N;N;N;N
9364790;R;CISPLATINE ACCORD 1 MG/ML solution injectable en flacon de 100 ml;26/03/2015;;;ACCORD HEALTHCARE FRANCE SAS;25/03/2015;26/03/2015;6;6,13;N;22.0;26/03/2015;100.0;;;26/03/2015;1,16;1,16;1,16;1,16;;;;;CISPLATINE ACCORD 1 MG/ML solution injectable en flacon de 100 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;N;O;N;O;O
9365080;R;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 10 ml;08/06/2011;;;TEVA SANTE;03/08/2016;01/01/2012;109,06;111,35;N;22.0;08/06/2011;100.0;08/06/2011;;08/06/2011;1,16;1,16;1,16;1,16;;;;;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 10 ml;;;;;;;;;;;;;;;;;;
9365080;T;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 10 ml;28/09/2011;03/08/2016;RADIATION;TEVA SANTE;03/08/2016;01/01/2012;109,06;111,35;;;;;;;28/09/2011;1,16;1,16;1,16;1,16;28/09/2011;;28/09/2011;;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 10 ml;;;;;;;;;;;;;;;;;;
9365097;R;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 5 ml;08/06/2011;;;TEVA SANTE;03/08/2016;01/01/2012;59,17;60,41;N;22.0;08/06/2011;100.0;08/06/2011;;08/06/2011;1,16;1,16;1,16;1,16;;;;;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 5 ml;;;;;;;;;;;;;;;;;;
9317276;R;CELSENTRI 150 MG Comprimé pelliculé;13/12/2008;;;VIIV HEALTHCARE SAS;18/12/2018;02/01/2019;9,542;9,74;N;22.0;13/12/2008;100.0;;;13/12/2008;1,16;1,16;1,16;1,16;;;;;CELSENTRI 150 MG Comprimé pelliculé;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J05AX09;MARAVIROC;J05C4;MEDICAMENTS CONTRE LE VIH INHIBITEURS DE FUSION/D'ENTREE;N;O;N;N;N
9317282;R;CELSENTRI 300 MG Comprimé pelliculé;13/12/2008;;;VIIV HEALTHCARE SAS;18/12/2018;02/01/2019;9,542;9,74;N;22.0;13/12/2008;100.0;;;13/12/2008;1,16;1,16;1,16;1,16;;;;;CELSENTRI 300 MG Comprimé pelliculé;;D;15.0;COMPRIME;307.0;COMPRIME PELLICULE;;;;J05AX09;MARAVIROC;J05C4;MEDICAMENTS CONTRE LE VIH INHIBITEURS DE FUSION/D'ENTREE;N;O;N;N;N
9318465;R;GEMCITABINE INTAS 1 000 MG Solution à diluer pour perfusion en flacon de 50 ml;14/08/2010;;;ACCORD HEALTHCARE FRANCE SAS;21/12/2016;02/01/2017;27,786;28,37;N;22.0;14/08/2010;100.0;14/08/2010;;14/08/2010;1,16;1,16;1,16;1,16;;;;;GEMCITABINE INTAS 1 000 MG Solution à diluer pour perfusion en flacon de 50 ml;;D;44.0;POUDRE;322.0;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;N;O;N;O;O
9318471;R;GEMCITABINE INTAS 200 MG Poudre pour solution pour perfusion en flacon;14/08/2010;;;ACCORD HEALTHCARE FRANCE SAS;21/12/2016;02/01/2017;5,81;5,93;N;22.0;14/08/2010;100.0;14/08/2010;;14/08/2010;1,16;1,16;1,16;1,16;;;;;GEMCITABINE INTAS 200 MG Poudre pour solution pour perfusion en flacon;;D;44.0;POUDRE;322.0;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;N;O;N;O;O
9318873;R;NOVOSEVEN 1MG INJ FL+FL;07/02/2009;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;562,4;574,21;N;22.0;07/02/2009;100.0;;;07/02/2009;1,16;1,16;1,16;1,16;;;;;NOVOSEVEN 1MG INJ FL+FL;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9318873;T;NOVOSEVEN 1MG INJ FL+FL;05/12/2008;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;562,4;574,21;;;;;;;05/12/2008;1,16;1,16;1,16;1,16;05/12/2008;;05/12/2008;;NOVOSEVEN 1MG INJ FL+FL;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9318896;R;NOVOSEVEN 2MG INJ FL+FL;07/02/2009;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;1124,8;1148,42;N;22.0;07/02/2009;100.0;;;07/02/2009;1,16;1,16;1,16;1,16;;;;;NOVOSEVEN 2MG INJ FL+FL;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9334866;R;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 10 ml;28/05/2010;;;ACCORD HEALTHCARE LTD;27/05/2010;28/05/2010;2,083;2,13;N;22.0;28/05/2010;100.0;28/05/2010;;28/05/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 10 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9334872;R;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 100 ml;28/05/2010;;;ACCORD HEALTHCARE LTD;27/05/2010;28/05/2010;9,08;9,27;N;22.0;28/05/2010;100.0;28/05/2010;;28/05/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 100 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9334889;R;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 20 ml;28/05/2010;;;ACCORD HEALTHCARE LTD;27/05/2010;28/05/2010;3,658;3,73;N;22.0;28/05/2010;100.0;28/05/2010;;28/05/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 20 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9334895;R;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 5 ml;28/05/2010;;;ACCORD HEALTHCARE LTD;27/05/2010;28/05/2010;1,154;1,18;N;22.0;28/05/2010;100.0;28/05/2010;;28/05/2010;1,16;1,16;1,16;1,16;;;;;FLUOROURACILE INTAS 50 MG/ML Solution pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;N;O;N;O;O
9335498;R;CEFOXITINE HOSPIRA 1 G poudre pour solution injectable (IV);20/06/2013;;;HOSPIRA FRANCE;19/06/2013;20/06/2013;2,27;2,32;N;22.0;20/06/2013;100.0;;;20/06/2013;1,16;1,16;1,16;1,16;;;;;CEFOXITINE HOSPIRA 1 G poudre pour solution injectable (IV);;;;;;;;;;;;;;;;;;
9335506;R;CEFOXITINE HOSPIRA 2 G poudre pour solution injectable (IV);20/06/2013;;;HOSPIRA FRANCE;19/06/2013;20/06/2013;4,05;4,14;N;22.0;20/06/2013;100.0;;;20/06/2013;1,16;1,16;1,16;1,16;;;;;CEFOXITINE HOSPIRA 2 G poudre pour solution injectable (IV);;S;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;J01DC01;CEFOXITINE;J01D2;CEPHALOSPORINES INJECTABLES;N;O;N;N;N
9336842;R;DOXORUBICINE MEDIPHA SANTE 2 MG/ML solution pour perfusion en flacon de 5 ml;20/06/2013;;;MEDIPHA SANTE;19/06/2013;20/06/2013;4;4,08;N;22.0;20/06/2013;100.0;;;20/06/2013;1,16;1,16;1,16;1,16;;;;;DOXORUBICINE MEDIPHA SANTE 2 MG/ML solution pour perfusion en flacon de 5 ml;;;;;;;;;;;;;;;;;;
9337913;R;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 10 ml;13/01/2010;;;TEVA SANTE;12/01/2010;13/01/2010;35;35,74;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 10 ml;;S;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9351706;R;GEMCITABINE MYLAN 40 MG/ML Flacon de 5 ml, solution à diluer pour perfusion;06/01/2011;;;MYLAN SAS;21/12/2016;02/01/2017;5,81;5,93;N;22.0;06/01/2011;100.0;06/01/2011;;06/01/2011;1,16;1,16;1,16;1,16;;;;;GEMCITABINE MYLAN 40 MG/ML Flacon de 5 ml, solution à diluer pour perfusion;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;N;O;N;O;O
9351712;R;GEMCITABINE MYLAN 40 MG/ML Flacon de 50 ml, solution à diluer pour perfusion;06/01/2011;;;MYLAN SAS;21/12/2016;02/01/2017;55,571;56,74;N;22.0;06/01/2011;100.0;06/01/2011;;06/01/2011;1,16;1,16;1,16;1,16;;;;;GEMCITABINE MYLAN 40 MG/ML Flacon de 50 ml, solution à diluer pour perfusion;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;N;O;N;O;O
9351758;R;OXALIPLATINE EG 5MG/ML 100MG poudre pour solution pour perfusion en flacon de 100 mg;25/01/2012;;;EG LABO LABORATOIRES EUROGENER;19/12/2017;20/12/2017;61,2;62,49;N;22.0;25/01/2012;100.0;;;25/01/2012;1,16;1,16;1,16;1,16;;;;;OXALIPLATINE EG 5MG/ML 100MG poudre pour solution pour perfusion en flacon de 100 mg;;S;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;N;O;N;O;O
9351770;R;OXALIPLATINE EG 5MG/ML 50MG poudre pour solution pour perfusion en flacon de 50 mg;25/01/2012;;;EG LABO LABORATOIRES EUROGENER;19/12/2017;20/12/2017;30,6;31,24;N;22.0;25/01/2012;100.0;;;25/01/2012;1,16;1,16;1,16;1,16;;;;;OXALIPLATINE EG 5MG/ML 50MG poudre pour solution pour perfusion en flacon de 50 mg;;S;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;N;O;N;O;O
9351787;T;STELARA 45 MG solution injectable, 0,5 ml en seringue préremplie;22/01/2011;;;JANSSEN-CILAG;19/12/2017;02/01/2018;2135,47;2180,31;;;;;;;22/01/2011;1,16;1,16;1,16;1,16;22/01/2011;;22/01/2011;;STELARA 45 MG solution injectable, 0,5 ml en seringue préremplie;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;0,54;MG;INJECTABLE;L04AC05;USTEKINUMAB;D05B;ANTIPSORIASIQUES SYSTEMIQUES;N;N;O;N;O
9351793;T;STELARA 90 MG solution injectable, 1 ml en seringue préremplie;05/05/2012;;;JANSSEN-CILAG;19/12/2017;02/01/2018;2135,47;2180,31;;;;;;;05/05/2012;1,16;1,16;1,16;1,16;05/05/2012;;05/05/2012;;STELARA 90 MG solution injectable, 1 ml en seringue préremplie;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE;0,54;MG;INJECTABLE;L04AC05;USTEKINUMAB;D05B;ANTIPSORIASIQUES SYSTEMIQUES;N;N;O;N;O
9351818;R;DOCETAXEL HOSPIRA 10MG/ML Solution à diluer pour perfusion en flacon de 16 ml;06/05/2011;;;HOSPIRA FRANCE;28/02/2012;01/09/2011;526,72;537,78;N;22.0;06/05/2011;100.0;;;06/05/2011;1,16;1,16;1,16;1,16;;;;;DOCETAXEL HOSPIRA 10MG/ML Solution à diluer pour perfusion en flacon de 16 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;N
9365097;T;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 5 ml;28/09/2011;03/08/2016;RADIATION;TEVA SANTE;03/08/2016;01/01/2012;59,17;60,41;;;;;;;28/09/2011;1,16;1,16;1,16;1,16;28/09/2011;;28/09/2011;;IDARUBICINE TEVA 1 MG/ML Solution à diluer pour perfusion, flacon de 5 ml;;;;;;;;;;;;;;;;;;
9365401;R;FER TEVA PHARMA 100 MG/5 ML Solution injectable (IV);08/06/2011;;;TEVA SANTE;07/06/2011;08/06/2011;8;8,17;N;22.0;08/06/2011;65.0;;;08/06/2011;1,16;1,16;1,16;1,16;;;;;FER TEVA PHARMA 100 MG/5 ML Solution injectable (IV);;;;;;;;;;;;;;;;;;
9365499;R;TOPOTECAN MYLAN 1MG/ML Solution à diluer pour perfusion en flacon de 1 ml;23/11/2011;;;MYLAN SAS;20/02/2013;01/01/2012;60;61,26;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN MYLAN 1MG/ML Solution à diluer pour perfusion en flacon de 1 ml;;;;;;;;;;;;;;;;;;
9365507;R;TOPOTECAN MYLAN 1 MG/ML Solution à diluer pour perfusion en flacon de 2 ml;23/11/2011;;;MYLAN SAS;20/02/2013;01/01/2012;120;122,52;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN MYLAN 1 MG/ML Solution à diluer pour perfusion en flacon de 2 ml;;;;;;;;;;;;;;;;;;
9365513;R;TOPOTECAN MYLAN 1 MG/ML Solution à diluer pour perfusion en flacon de 4 ml;23/11/2011;;;MYLAN SAS;20/02/2013;01/01/2012;240;245,04;N;22.0;23/11/2011;100.0;;;23/11/2011;1,16;1,16;1,16;1,16;;;;;TOPOTECAN MYLAN 1 MG/ML Solution à diluer pour perfusion en flacon de 4 ml;;S;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;N;O;N;O;O
9365536;R;OXALIPLATIN. ACC 5MG/ML 40ML solution à diluer pour perfusion en flacon de 40 ml;28/04/2016;;;ACCORD HEALTHCARE LIMITED;19/12/2017;20/12/2017;122,4;124,97;N;22.0;28/04/2016;100.0;;;28/04/2016;1,16;1,16;1,16;1,16;;;;;OXALIPLATIN. ACC 5MG/ML 40ML solution à diluer pour perfusion en flacon de 40 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;N;O;N;O;O
9365625;R;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;11/10/2013;;;MEDAC;10/10/2013;11/10/2013;104;106,18;N;22.0;11/10/2013;100.0;;;11/10/2013;1,16;1,16;1,16;1,16;;;;;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;;D;44.0;POUDRE;387.0;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;V03AF02;DEXRAZOXANE;V03D;MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE;N;O;N;N;O
9365625;T;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;10/08/2013;;;MEDAC;10/10/2013;10/08/2013;104;106,18;;;;;;;10/08/2013;1,16;1,16;1,16;1,16;10/08/2013;;10/08/2013;;CYRDANAX 20 MG/ ML poudre pour solution pour perfusion en flacon de 500 mg;;D;44.0;POUDRE;387.0;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;V03AF02;DEXRAZOXANE;V03D;MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE;N;O;N;N;O
9318896;T;NOVOSEVEN 2MG INJ FL+FL;05/12/2008;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;1124,8;1148,42;;;;;;;05/12/2008;1,16;1,16;1,16;1,16;05/12/2008;;05/12/2008;;NOVOSEVEN 2MG INJ FL+FL;;S;44.0;POUDRE;314.0;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9318904;R;NOVOSEVEN 5MG INJ FL+FL;07/02/2009;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;2812;2871,05;N;22.0;07/02/2009;100.0;;;07/02/2009;1,16;1,16;1,16;1,16;;;;;NOVOSEVEN 5MG INJ FL+FL;;S;44.0;POUDRE;10.0;LYOPHILISE(E) POUDRE ET SOLVANT POUR SOL;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9318904;T;NOVOSEVEN 5MG INJ FL+FL;05/12/2008;;;NOVO NORDISK PHARMACEUTIQUE SA;14/12/2018;31/12/2018;2812;2871,05;;;;;;;05/12/2008;1,16;1,16;1,16;1,16;05/12/2008;;05/12/2008;;NOVOSEVEN 5MG INJ FL+FL;;S;44.0;POUDRE;10.0;LYOPHILISE(E) POUDRE ET SOLVANT POUR SOL;;;;B02BD08;EPTACOG ALFA (ACTIVE);B02D3;COMPLEXE ANTI-INHIBITEUR DE LA COAGULATION;N;O;N;N;N
9318910;R;VELCADE 1 MG Poudre pour solution injectable;17/10/2009;;;JANSSEN-CILAG;14/02/2013;01/06/2013;298,627;304,9;N;22.0;17/10/2009;100.0;17/10/2009;;17/10/2009;1,16;1,16;1,16;1,16;;;;;VELCADE 1 MG Poudre pour solution injectable;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;L01XX32;BORTEZOMIB;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;O;O
9318910;T;VELCADE 1 MG Poudre pour solution injectable;05/12/2008;;;JANSSEN-CILAG;14/02/2013;01/06/2013;298,627;304,9;;;;;;;05/12/2008;1,16;1,16;1,16;1,16;05/12/2008;;05/12/2008;;VELCADE 1 MG Poudre pour solution injectable;;D;44.0;POUDRE;312.0;POUDRE POUR SOLUTION INJECTABLE;;;;L01XX32;BORTEZOMIB;L01X9;AUTRES ANTINEOPLASIQUES;N;O;N;O;O
9319022;R;PACLITAXEL EBEWE 6 MG/ML Solution à diluer pour perfusion en flacon de 100 ml;26/03/2009;;;SANDOZ;25/11/2016;01/12/2016;171;174,59;N;22.0;26/03/2009;100.0;26/03/2009;;26/03/2009;1,16;1,16;1,16;1,16;;;;;PACLITAXEL EBEWE 6 MG/ML Solution à diluer pour perfusion en flacon de 100 ml;;S;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9319358;T;BUSILVEX 6 MG/ML Solution à diluer pour perfusion en flacon de 10 ml;13/02/2009;;;PIERRE FABRE MEDICAMENT;12/06/2018;01/01/2019;172,5;176,12;;;;;;;13/02/2009;1,16;1,16;1,16;1,16;13/02/2009;;13/02/2009;;BUSILVEX 6 MG/ML Solution à diluer pour perfusion en flacon de 10 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01AB01;BUSULFAN;L01A;AGENTS ALKYLANTS;O;N;N;O;N
9337936;R;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 100 ml;13/01/2010;;;TEVA SANTE;12/01/2010;13/01/2010;264;269,54;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 100 ml;;D;48.0;SOLUTION;296.0;SOLUTION POUR PERFUSION;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9337942;R;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 25 ml;13/01/2010;;;TEVA SANTE;12/01/2010;13/01/2010;88;89,85;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 25 ml;;D;48.0;SOLUTION;296.0;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9337959;R;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 5 ml;13/01/2010;;;TEVA SANTE;12/01/2010;13/01/2010;18;18,38;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;EPIRUBICINE TEVA CLASSICS 2 MG/ML Solution injectable ou pour perfusion en flacon de 5 ml;;D;48.0;SOLUTION;295.0;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01DB03;EPIRUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;N;O;N;O;O
9338249;R;IRINOTECAN MYLAN 20 MG/ML Solution à diluer pour perfusion en flacon de 15 ml;20/01/2010;;;MYLAN SAS;22/02/2011;20/01/2010;477;487,02;N;22.0;20/01/2010;100.0;20/01/2010;;20/01/2010;1,16;1,16;1,16;1,16;;;;;IRINOTECAN MYLAN 20 MG/ML Solution à diluer pour perfusion en flacon de 15 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9338255;R;IRINOTECAN MYLAN 20 MG/ML Solution à diluer pour perfusion en flacon de 25 ml;20/01/2010;;;MYLAN SAS;22/02/2011;20/01/2010;795;811,7;N;22.0;20/01/2010;100.0;20/01/2010;;20/01/2010;1,16;1,16;1,16;1,16;;;;;IRINOTECAN MYLAN 20 MG/ML Solution à diluer pour perfusion en flacon de 25 ml;;D;48.0;SOLUTION;290.0;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;N;O;N;O;O
9338427;R;IRINOTECAN SANDOZ 20 MG/ML Solution à diluer pour perfusion en flacon de 2 ml;13/01/2010;;;SANDOZ;22/02/2011;13/01/2010;63,6;64,94;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;IRINOTECAN SANDOZ 20 MG/ML Solution à diluer pour perfusion en flacon de 2 ml;;;;;;;;;;;;;;;;;;
9338433;R;IRINOTECAN SANDOZ 20 MG/ML Solution à diluer pour perfusion en flacon de 5 ml;13/01/2010;;;SANDOZ;22/02/2011;13/01/2010;158,33;161,65;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;IRINOTECAN SANDOZ 20 MG/ML Solution à diluer pour perfusion en flacon de 5 ml;;;;;;;;;;;;;;;;;;
9338491;R;GEMCITABINE MYLAN PHARMA 38 MG/ML Poudre pour solution pour perfusion en flacon de 2 000 mg;13/01/2010;;;MYLAN SAS;21/12/2016;02/01/2017;55,571;56,74;N;22.0;13/01/2010;100.0;13/01/2010;;13/01/2010;1,16;1,16;1,16;1,16;;;;;GEMCITABINE MYLAN PHARMA 38 MG/ML Poudre pour solution pour perfusion en flacon de 2 000 mg;;S;44.0;POUDRE;322.0;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;N;O;N;O;O
