UCD_UCD_COD;UCD_ETA_COD;RSV_HOS_COD;PRE_HOS_COD;PHA_MED_PIH;UCD_SVP_COD;UCD_PSP_TOP;UCD_SPE_LIB;UCD_RCP_LI1;UCD_RCP_LI2;UCD_RCP_LI3;PHA_FRM_COD;PHA_FRM_LIB;PHA_FRC_COD;PHA_FRC_LIB;PHA_SUB_DOS;PHA_DOS_UNI;UCD_VOI_ADM;PHA_ATC_CLA;PHA_ATC_LIB;PHA_EPH_COD;PHA_EPH_LIB;UCD_INS_DTD;UCD_INS_DTF;UCD_LIS_TOP;INS_MTF_LIB
0000009352516;D;N;O;N;N;N;KIOVIG 30 G SOL INJ FL 300ML;KIOVIG 100 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;22JAN2011:00:00:00;;2;
0000009352568;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352574;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352580;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352597;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352605;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352611;;;;;;;;;;;;;;;;;;;;;;08DEC2010:00:00:00;;1;
0000009352686;D;N;O;N;O;O;GEMCITABINE TVC 1000 MG SOL INJ;GEMCITABINE TEVA 1000 mg/25 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;20OCT2010:00:00:00;28FEB2011:00:00:00;3;RADIATION
0000009352692;S;N;O;N;O;O;GEMCITABINE TVC 200 MG SOL INJ;GEMCITABINE TEVA 200 mg/5 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;20OCT2010:00:00:00;28FEB2011:00:00:00;3;RADIATION
0000009352700;S;N;O;N;O;O;GEMCITABINE TVC 2000 MG SOL INJ;GEMCITABINE TEVA 2000 mg/50 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;20OCT2010:00:00:00;28FEB2011:00:00:00;3;RADIATION
0000009352887;S;N;O;N;O;N;DOCETAXEL EBW 20 MG/2 ML SOL INJ FL;DOCETAXEL EBEWE 20 mg/2 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;14JAN2011:00:00:00;;1;
0000009352893;S;N;O;N;O;N;DOCETAXEL EBW 80 MG/8 ML SOL INJ FL;DOCETAXEL EBEWE 80 mg/8 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;14JAN2011:00:00:00;;1;
0000009353059;D;N;O;N;N;N;FLUCONAZOLE KBI 200 MG SOL INJ;FLUCONAZOLE KABI 200 mg/100 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;08JUN2011:00:00:00;;1;
0000009353065;D;N;O;N;N;N;FLUCONAZOLE KBI 400 MG SOL INJ;FLUCONAZOLE KABI 400 mg/200 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;08JUN2011:00:00:00;;1;
0000009353071;D;N;O;N;N;N;FLUCONAZOLE KBI 100 MG SOL INJ;FLUCONAZOLE KABI 100 mg/50 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;08JUN2011:00:00:00;;1;
0000009353728;D;N;O;N;O;O;DOXORUBICINE ACC 50 MG SOL INJ;DOXORUBICINE ACCORD 50 mg/25 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;08DEC2010:00:00:00;;1;
0000009353734;D;N;O;N;O;O;DOXORUBICINE ACC 10 MG/5 ML SOL INJ;DOXORUBICINE ACCORD 2 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;08DEC2010:00:00:00;;1;
0000009353970;D;N;O;N;O;O;LEVACT 25 MG PDR INJ FL;LEVACT 2,5 mg/ml, poudre pour solution a diluer pour perfusion;;;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;18FEB2011:00:00:00;;2;
0000009353987;D;N;O;N;O;O;LEVACT 100 MG PDR INJ FL;LEVACT 2,5 mg/ml, poudre pour solution a diluer pour perfusion;;;44;POUDRE;584;POUDRE PR SOL A DILUER POUR PERFUSION;;;;L01AA09;BENDAMUSTINE;L01A;AGENTS ALKYLANTS;18FEB2011:00:00:00;;2;
0000009354053;D;N;O;N;O;O;TEMOZOLOMIDE MYL 100 MG GELULE;TEMOZOLOMIDE MYLAN 100 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;08DEC2010:00:00:00;;1;
0000009354076;D;N;O;N;O;O;TEMOZOLOMIDE MYLAN 140 MG GELULE;TEMOZOLOMIDE MYLAN 140 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;08DEC2010:00:00:00;;1;
0000009354082;D;N;O;N;O;O;TEMOZOLOMIDE MYL 180 MG GELULE;TEMOZOLOMIDE MYLAN 180 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;08DEC2010:00:00:00;;1;
0000009354107;D;N;O;N;O;O;TEMOZOLOMIDE MYL 250 MG GELULE;TEMOZOLOMIDE MYLAN 250 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;08DEC2010:00:00:00;;1;
0000009354113;D;N;O;N;O;O;TEMOZOLOMIDE MYL 5 MG GELULE;TEMOZOLOMIDE MYLAN 5 mg, gelule;;;21;GELULE;328;GELULE;;;;L01AX03;TEMOZOLOMIDE;L01A;AGENTS ALKYLANTS;08DEC2010:00:00:00;;1;
0000009354320;D;N;O;N;N;O;IFOSFAMIDE EG 1000 MG INJ 25ML;IFOSFAMIDE EG 1000 mg/25 ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01AA06;IFOSFAMIDE;L01A;AGENTS ALKYLANTS;25JAN2012:00:00:00;;1;
0000009354604;S;N;O;N;O;O;GEMCITABINE KBI 1000 MG PDR INJ;GEMCITABINE KABI 1000 mg, poudre pour solution pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;08DEC2010:00:00:00;;1;
0000009354923;S;N;O;N;O;O;IRINOTECAN EBW 40 MG SOL INJ;IRINOTECAN EBEWE 40 mg/2 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;08DEC2010:00:00:00;;1;
0000009354969;S;N;O;N;O;O;IRINOTECAN EBW 300 MG SOL INJ;IRINOTECAN EBEWE 300 mg/15 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;08DEC2010:00:00:00;;1;
0000009355035;D;N;O;N;N;N;VPRIV 400 U PDR INJ;VPRIV 400 U, poudre pour solution pour perfusion;;;44;POUDRE;322;LYOPHILISE(E) POUDRE POUR SOLUTION POUR;300.0000;U;INJECTABLE;A16AB10;VELAGLUCERASE ALFA;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;02MAR2012:00:00:00;;1;
0000009355288;D;N;O;N;O;O;OXALIPLATINE ACC 50 MG SOL INJ;OXALIPLATINE ACCORD 50 mg/10 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;27JAN2011:00:00:00;;1;
0000009355822;S;N;O;N;N;O;EPOPROSTENOL SDZ 1,5 MG INJ FLAC;EPOPROSTENOL SANDOZ 1,5 mg/50 ml, poudre et solvant pour solution pour perfusion;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;B01AC09;EPOPROSTENOL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;06MAY2011:00:00:00;22NOV2018:00:00:00;1;RADIATION
0000009355905;D;N;N;O;N;O;FERRIPROX 1000MG CPR;FERRIPROX 1000 mg, comprime pellicule;;;15;COMPRIME;307;SECABLE COMPRIME PELLICULE BISECABLE;;;;V03AC02;DEFERIPRONE;V03F;AGENTS CHELATEURS DU FER;12MAY2011:00:00:00;;1;
0000009356218;D;N;O;N;N;N;EPOPROSTENOL INT 1,5 MG PDR INJ FL;EPOPROSTENOL INTSEL CHIMOS 1,5 mg/50 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AC09;EPOPROSTENOL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;16FEB2011:00:00:00;;1;
0000009357577;S;N;O;N;N;O;EPOPROSTENOL ARW 0,5 MG INJ FLAC;EPOPROSTENOL ARROW 0,5 mg/50 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AC09;EPOPROSTENOL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;10FEB2011:00:00:00;22NOV2018:00:00:00;1;RADIATION
0000009357583;S;N;O;N;N;O;EPOPROSTENOL ARW 1,5 MG INJ FLAC;EPOPROSTENOL ARROW 1,5 mg/50 ml, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AC09;EPOPROSTENOL;B01C4;ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc;10FEB2011:00:00:00;22NOV2018:00:00:00;1;RADIATION
0000009359346;D;N;N;O;N;N;HELIXATE NEXGEN 3000 UI PDR INJ;HELIXATE NEXGEN 3000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;25MAY2011:00:00:00;;2;
0000009360527;D;N;O;N;N;N;RIASTAP 1 G PDR INJ FL;RIASTAP 1 g, poudre pour solution injectable/perfusion;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE POUDRE P;5.0000;G;INJECTABLE;B02BB01;FIBRINOGENE HUMAIN;B02D5;FIBRINOGENE;28SEP2011:00:00:00;;2;
0000009360651;D;N;O;N;N;N;FLEBOGAMMA DIF 500MG SOL INJ 10ML;FLEBOGAMMA DIF 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009360668;D;N;O;N;N;N;FLEBOGAMMA DIF 5 G SOL INJ 100ML;FLEBOGAMMA DIF 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009360674;D;N;O;N;N;N;FLEBOGAMMA DIF 10 G SOL INJ 200ML;FLEBOGAMMA DIF 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009360680;D;N;O;N;N;N;FLEBOGAMMA DIF 20 G SOL INJ 400ML;FLEBOGAMMA DIF 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009360697;D;N;O;N;N;N;FLEBOGAMMA DIF 2G5 SOL INJ 50ML;FLEBOGAMMA DIF 50 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;15FEB2012:00:00:00;;1;
0000009360898;S;N;O;N;O;O;IDARUBICINE SDZ 1MG/ML SOL PERF 10ML;IDARUBICINE SANDOZ 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;14APR2011:00:00:00;;1;
0000009360906;S;N;O;N;O;O;IDARUBICINE SDZ 1MG/ML SOL PERF 20ML;IDARUBICINE SANDOZ 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;14APR2011:00:00:00;;1;
0000009360912;D;N;O;N;O;O;IDARUBICINE SDZ 1MG/ML SOL PERF 5ML;IDARUBICINE SANDOZ 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB06;IDARUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;14APR2011:00:00:00;;1;
0000009360929;;;;;;;;;;;;;;;;;;;;;;04MAR2011:00:00:00;;1;
0000009361389;D;N;O;N;N;N;ROPIVACAINE KBI 200 MG INJ POC;ROPIVACAINE KABI 2 mg/ml, solution pour perfusion en poche;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;10AUG2012:00:00:00;;1;
0000009361395;D;N;O;N;N;N;ROPIVACAINE KBI 400 MG INJ POC;ROPIVACAINE KABI 400 mg/200 ml, solution pour perfusion en poche;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;10AUG2012:00:00:00;;1;
0000009362696;D;N;O;N;N;N;RUCONEST 2100 U INJ FL;RUCONEST 2100 U, poudre pour solution injectable;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;B06AC04;CONESTAT ALFA;B06D;MEDICAMENTS CONTRE L'ANGIOEDEME HEREDITAIRE;30NOV2011:00:00:00;;2;
0000009362733;D;N;N;O;N;N;KOGENATE BAY 3000 UI INJ + S;KOGENATE BAYER 3000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;30APR2011:00:00:00;;2;
0000009362940;S;N;O;N;N;O;INCIVO 375MG CPR;INCIVO 375 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE ORAL(E);;;;J05AP02;TELAPREVIR;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;13JUL2012:00:00:00;02MAY2017:00:00:00;1;RADIATION
0000009362992;S;N;O;N;N;O;BOCEPREVIR SPL 200MG GELULE;BOCEPREVIR SCHERING-PLOUGH 200 mg, gelules;;;21;GELULE;328;GELULE;;;;J05A;ANTIVIRAUX A ACTION DIRECTE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;14JAN2011:00:00:00;;1;
0000009363017;D;N;O;N;O;O;GEMCITABINE SDZ 1000 MG SOL INJ;GEMCITABINE SANDOZ 1000 mg/25 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;06MAY2011:00:00:00;;1;
0000009363023;D;N;O;N;O;O;GEMCITABINE SDZ 200 MG SOL INJ;GEMCITABINE SANDOZ 200 mg/5 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;06MAY2011:00:00:00;;1;
0000009363046;D;N;O;N;O;O;GEMCITABINE SDZ 2000 MG SOL INJ;GEMCITABINE SANDOZ 2000 mg/50 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;06MAY2011:00:00:00;;1;
0000009363247;D;N;O;N;O;O;DOXORUBICINE ACC 200 MG SOL INJ;DOXORUBICINE ACCORD 2 mg/ml, solution pour perfusion;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;13OCT2012:00:00:00;;1;
0000009363282;D;N;O;N;O;O;PACLITAXEL AHCL 6MG/ML SOL FL 16,7ML;PACLITAXEL AHCL 6 mg/ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;13JUN2012:00:00:00;;1;
0000009363299;D;N;O;N;O;O;PACLITAXEL AHCL 6MG/ML SOL FL 5ML;PACLITAXEL AHCL 6 mg/ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;13JUN2012:00:00:00;;1;
0000009363307;D;N;O;N;O;O;PACLITAXEL AHCL 6MG/ML SOL FL 50ML;PACLITAXEL AHCL 6 mg/ml solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;13JUN2012:00:00:00;;1;
0000009364270;D;N;O;N;O;N;IRINOTECAN ARW 300 MG SOL INJ;IRINOTECAN ARROW 300 mg/15 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX19;IRINOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;10OCT2012:00:00:00;;1;
0000009364519;S;O;N;N;N;N;ROPIVACAINE ACT 2MG/ML INJ100ML;ROPIVACAINE ACTAVIS 2 mg/ml, solution pour perfusion en poche;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;10AUG2012:00:00:00;;1;
0000009364525;S;O;N;N;N;N;ROPIVACAINE ACT 2MG/ML INJ200ML;ROPIVACAINE ACTAVIS 2 mg/ml, solution pour perfusion en poche;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;N01BB09;ROPIVACAINE;N01B1;ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL;10AUG2012:00:00:00;;1;
0000009364790;D;N;O;N;O;O;CISPLATINE ACC 100 MG/100 ML INJ FL;CISPLATINE ACCORD 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;26MAR2015:00:00:00;;1;
0000009365080;;;;;;;;;;;;;;;;;;;;;;08JUN2011:00:00:00;;1;
0000009365097;;;;;;;;;;;;;;;;;;;;;;08JUN2011:00:00:00;;1;
0000009365401;;;;;;;;;;;;;;;;;;;;;;08JUN2011:00:00:00;;1;
0000009365499;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;;1;
0000009365507;;;;;;;;;;;;;;;;;;;;;;23NOV2011:00:00:00;;1;
0000009365513;S;N;O;N;O;O;TOPOTECAN MYL 4MG/4ML SOL PERF;TOPOTECAN MYLAN 1 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C9;AUTRES ANTICANCEREUX DERIVES DE PLANTES;23NOV2011:00:00:00;;1;
0000009365536;D;N;O;N;O;O;OXALIPLATINE ACC 200 MG SOL INJ;OXALIPLATINE ACCORD 200 mg/40 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01XA03;OXALIPLATINE;L01X2;DERIVES DU PLATINE;28APR2016:00:00:00;;1;
0000009365625;D;N;O;N;N;O;CYRDANAX 500 MG PDR ET SOL INJ;CYRDANAX 20 mg/ml, poudre pour solution pour perfusion;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;V03AF02;DEXRAZOXANE;V03D;MEDICAMENTS DETOXIFIANTS DANS UN TRAITEMENT ANTINEOPLASIQUE;11OCT2013:00:00:00;;1;
0000009365950;D;N;O;N;O;N;JEVTANA 60 MG SOL INJ;JEVTANA 60 mg, solution a diluer et solvant pour solution pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD04;CABAZITAXEL;L01X9;AUTRES ANTINEOPLASIQUES;31JUL2013:00:00:00;;2;
0000009366116;S;N;N;O;N;N;NORVIR 80 MG/ML SOL BUV FL;NORVIR 80 mg/ml, solution buvable;;;48;SOLUTION;292;SOLUTION BUVABLE;;;;J05AE03;RITONAVIR;J05C2;INHIBITEURS DE PROTEASE;13JUN2012:00:00:00;;1;
0000009366441;D;N;O;N;O;O;PACLITAXEL KBI 600 MG INJ;PACLITAXEL KABI 600 mg/100 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;23NOV2011:00:00:00;;1;
0000009366458;D;N;O;N;O;O;PACLITAXEL KBI 150 MG INJ;PACLITAXEL KABI 150 mg/25 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;23NOV2011:00:00:00;;1;
0000009366636;D;N;O;N;O;N;DOCETAXEL ARW 20 MG SOL INJ FL;DOCETAXEL ARROW 20 mg/1 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;05APR2012:00:00:00;;1;
0000009366642;D;N;O;N;O;N;DOCETAXEL ACT 80 MG/4 ML SOL INJ FL;DOCETAXEL ACTAVIS 80 mg/4 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;05APR2012:00:00:00;;1;
0000009366659;D;N;O;N;O;N;DOCETAXEL ACT 140 MG/7 ML SOL INJ FL;DOCETAXEL ACTAVIS 140 mg/7 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;05APR2012:00:00:00;;1;
0000009366961;;;;;;;;;;;;;;;;;;;;;;24FEB2016:00:00:00;;1;
0000009366978;;;;;;;;;;;;;;;;;;;;;;24FEB2016:00:00:00;;1;
0000009367535;S;N;O;N;O;N;DOCETAXEL EBW 160 MG/16ML SOL INJ FL;DOCETAXEL EBEWE 160 mg/16 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD02;DOCETAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;23NOV2011:00:00:00;;1;
0000009367587;S;N;N;N;O;O;RIBAVIRINE MYL 200MG GELULE;RIBAVIRINE MYLAN 200 mg, gelule;;;21;GELULE;64;NE PAS OUVRIR ORAL(E);;;;J05AP01;RIBAVIRINE;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;30NOV2012:00:00:00;;1;
0000009368606;D;N;O;N;O;O;GEMCITABINE HPI 1000 MG SOL INJ DIL;GEMCITABINE HOSPIRA 1000 mg/26,3 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;23NOV2011:00:00:00;;1;
0000009368612;D;N;O;N;O;O;GEMCITABINE HPI 200 MG SOL INJ DIL;GEMCITABINE HOSPIRA 200 mg/5,3 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;23NOV2011:00:00:00;;1;
0000009368629;D;N;O;N;O;O;GEMCITABINE HPI 2000 MG SOL INJ DIL;GEMCITABINE HOSPIRA 2000 mg/52,6 ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC05;GEMCITABINE;L01B;ANTIMETABOLITES;23NOV2011:00:00:00;;1;
0000009368664;D;N;N;O;N;O;HUMIRA 40 MG SOL INJ PEDIAT;HUMIRA 40 mg/0,8 ml, solution injectable pour usage pediatrique;;;48;SOLUTION;295;SOLUTION INJECTABLE;2.9000;MG;INJECTABLE;L04AB04;ADALIMUMAB;M01C;ANTIRHUMATISMAUX SPECIFIQUES;02MAR2012:00:00:00;;2;
0000009368836;S;N;O;N;O;O;TOPOTECAN KBI 4 MG PDR INJ;TOPOTECAN KABI 4 mg, poudre pour solution a diluer pour perfusion;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;L01XX17;TOPOTECAN;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;23NOV2011:00:00:00;;1;
