table,var,format,description,nomenclature
T_HADaa_nnSTC,GES_COD,string,Code gestion,-
T_HADaa_nnSTC,GES_COD_CTL,string,Code retour controle «code gestion»,-
T_HADaa_nnSTC,GRG_COD,string,Code grand régime,-
T_HADaa_nnSTC,GRG_COD_CTL,string,Contrôle code grand régime,-
T_HADaa_nnSTC,MAJ_MNT_CTL,string,Contrôle format montant majoration parcours de soins,-
T_HADaa_nnSTC,MAJ_MNT_PS,number,Montant lié à la majoration au parcours de soin,-
T_HADaa_nnSTC,MNF_AM,string,Motif de la non facturation à l'assurance maladie,-
T_HADaa_nnSTC,MNF_AM_CTL,string,Code retour contrôle « motif de la non facturation à l'assurance maladie »,-
T_HADaa_nnSTC,NAT_ASS,string,Nature d’assurance,-
T_HADaa_nnSTC,NAT_ASS_CTL,string,Contrôle code nature d'assurance,-
T_HADaa_nnSTC,NAT_PJ_DT,string,Nature de la pièce justificative des droits,-
T_HADaa_nnSTC,NAT_PJ_DT_CTL,string,Code retour contrôle «Nature de la pièce justificative des droits«,-
T_HADaa_nnSTC,NBR_REJET_AMO,string,Rejet AMO,-
T_HADaa_nnSTC,NBR_REJET_AMO_CTL,string,Code retour contrôle « Rejet AMO «,-
T_HADaa_nnSTC,NBR_VEN_CTL,string,Contrôle format nombre de venues,-
T_HADaa_nnSTC,PAI_AMC_DT,string,Date de paiement AMC,-
T_HADaa_nnSTC,PAI_AMC_DT_CTL,string,Code retour contrôle « Date de paiement AMC «,-
T_HADaa_nnSTC,PAI_AMO_DT,string,Date de paiement AMO,-
T_HADaa_nnSTC,PAI_AMO_DT_CTL,string,Code retour contrôle « Date de paiement AMO «,-
T_HADaa_nnSTC,PAI_RAC_DT,string,Date de paiement patient,-
T_HADaa_nnSTC,PAI_RAC_DT_CTL,string,Code retour contrôle « Date de paiement patient «,-
T_HADaa_nnSTC,PAT_CMU,string,Patient bénéficiaire de la CMU,-
T_HADaa_nnSTC,PAT_CMU_CTL,string,Code retour contrôle « Patient bénéficiaire de la CMU »,-
T_HADaa_nnSTC,PAYS_ASS_PAT,string,Pays d’assurance social,-
T_HADaa_nnSTC,PAYS_ASS_PAT_CTL,string,Code retour contrôle « Pays d’assurance social «,-
T_HADaa_nnSTC,PA_COD,string,Code participation assuré ,-
T_HADaa_nnSTC,PA_COD_CTL,string,Code retour contrôle « Code participation assuré »,-
T_HADaa_nnSTC,PEC_SOI_URG,string,Confirmation de la prise en charge dans le cadre du dispositif des soins urgents ,-
T_HADaa_nnSTC,PEC_SOI_URG_CTL,string,Code retour contrôle «Confirmation de la prise en charge dans le cadre du dispositif des soins urgents« ,-
T_HADaa_nnSTC,RAC_MNT_PAT,number,Montant total du séjour facturé au patient,-
T_HADaa_nnSTC,RAC_MNT_PAT_CTL,string,Code retour contrôle « Montant total du séjour facturé au patient «,-
T_HADaa_nnSTC,REG_PEC_ASS,string,Régime de prestation de l’assuré,-
T_HADaa_nnSTC,REG_PEC_ASS_CTL,string,Code retour contrôle «Régime de prestation de l’assuré«,-
T_HADaa_nnSTC,REM_BAS_CTL,string,Contrôle montant base remboursement,-
T_HADaa_nnSTC,REM_BAS_MNT,number,Montant base remboursement,-
T_HADaa_nnSTC,REM_TAU,number,Taux de remboursement,-
T_HADaa_nnSTC,REM_TAU_CTL,string,Contrôle taux de remboursement,-
T_HADaa_nnSTC,RHAD_NUM,string,N° séquentiel de séjour d'HAD,-
T_HADaa_nnSTC,SEJ_FAC_CTL,string,Contrôle code séjour facturable à l'AM,-
T_HADaa_nnSTC,TOP_ECL_FLX,string,Top éclatement des flux par l’établissement,-
T_HADaa_nnSTC,TOP_ECL_FLX_CTL,string,Code retour contrôle «Top éclatement des flux par l’établissement«,-
T_HADaa_nnSTC,TOT_MNT_AM,number,Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes),-
T_HADaa_nnSTC,TOT_MNT_AMC,number,Montant total du séjour remboursable pour l'AMC,-
T_HADaa_nnSTC,TOT_MNT_AMC_CTL,string,Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,-
T_HADaa_nnSTC,TOT_MNT_AM_CTL,string,Contrôle format montant total remboursable par AM,-
T_HADaa_nnSTC,TYP_CTR,string,Type de contrat souscrit auprès d'un organisme complémentaire,-
T_HADaa_nnSTC,TYP_CTR_CTL,string,Contrôle type de contrat souscrit auprès d'un organisme complémentaire,-
T_HADaa_nnSTC,VALID_FAC_AMC,string,Statut FT AMC,-
T_HADaa_nnSTC,VALID_FAC_AMC_CTL,string,Code retour contrôle « Statut FT AMC «,-
T_HADaa_nnSTC,VALID_FAC_AMO,string,Statut FT AMO,-
T_HADaa_nnSTC,VALID_FAC_AMO_CTL,string,Code retour contrôle « Statut FT AMO «,-
T_HADaa_nnSTC,VALID_FAC_RAC,string,Statut FT patient,-
T_HADaa_nnSTC,VALID_FAC_RAC_CTL,string,Code retour contrôle « Statut FT patient «,-
T_MCOaa_nnA,ACV_ACT,string,Activité,-
T_MCOaa_nnA,ANP_ACT,string,Association non prévue,-
T_MCOaa_nnA,CDC_ACT,string,Code CCAM (hors extension PMSI),-
T_MCOaa_nnA,CMP_DAT,string,Dates de validité de l'acte compatibles avec les dates du RUM,-
T_MCOaa_nnA,DOC_ACT,string,Extension documentaire,-
T_MCOaa_nnA,ENT_DAT_DEL,number,Délai depuis la date d'entrée,-
T_MCOaa_nnA,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnA,EXT_PMSI,string,Extension PMSI,-
T_MCOaa_nnA,MOD_ACT,string,Modificateurs,-
T_MCOaa_nnA,NBR_EXE_ACT,number,Nombre de réalisations de l'acte n° 1 pendant le séjour,-
T_MCOaa_nnA,PHA_ACT,string,Phase,-
T_MCOaa_nnA,REM_EXP_ACT,string,Remboursement exceptionnel,-
T_MCOaa_nnA,RSA_NUM,string,N° d'index du RSA ,-
T_MCOaa_nnA,RSS_NUM,string,Numéro de version du format du RSA,-
T_MCOaa_nnB,AGE_ANN,number,Age en années ,-
T_MCOaa_nnB,AGE_GES,number,Age gestationnel,-
T_MCOaa_nnB,AGE_JOU,number,Age en jours  ,-
T_MCOaa_nnB,ANT_SUP_NBR,number,Nombre de suppléments antepartum,-
T_MCOaa_nnB,AUT_PGV_NBR,number,Nombre d'autorisations d'unités médicales à portée globale valides (Nb_AutPGV),-
T_MCOaa_nnB,BDI_COD,string,Code géographique de résidence ,-
T_MCOaa_nnB,BDI_DEP,string,Code département de résidence,-
T_MCOaa_nnB,BEB_SEJ,string,Type de séjour inférieur à la borne extrême basse,-
T_MCOaa_nnB,BEH_NBJ,number,Nombre de journées au-delà de la borne extrême haute,-
T_MCOaa_nnB,CAI_SUP_NBR,number,Nombre de suppléments caisson hyperbare,-
T_MCOaa_nnB,COD_SEX,string,Sexe ,-
T_MCOaa_nnB,DEL_REG_ENT,number,Délai de la date des dernières règles par rapport à la date d'entrée,-
T_MCOaa_nnB,DGN_PAL,string,Diagnostic principal (DP) ,-
T_MCOaa_nnB,DGN_REL,string,Diagnostic relié (DR) ,-
T_MCOaa_nnB,DOS_TYP,string,Type de dosimétrie,-
T_MCOaa_nnB,ENT_MOD,string,Mode d'entrée dans le champ du PMSI-MCO ,-
T_MCOaa_nnB,ENT_PRV,string,Provenance ,-
T_MCOaa_nnB,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnB,ETE_GHS_NUM,number,Numéro de GHS (du GHM GENRSA),-
T_MCOaa_nnB,EXB_NBJ,number,Nb journées EXB,-
T_MCOaa_nnB,GHS_9615_ACT,number,Nombre d'actes menant dans le GHS 9615,-
T_MCOaa_nnB,GHS_HS_INNOV,string,GHS si non prise en compte de l'innovation,-
T_MCOaa_nnB,GHS_NUM,string,Numéro de GHS (du GHM GENRSA),-
T_MCOaa_nnB,GRC_GHM,string,GHM calculé par la clinique,-
T_MCOaa_nnB,GRC_RET,string,Groupage établissement Code Retour,-
T_MCOaa_nnB,GRC_VER,string,Groupage établissement Version classification,-
T_MCOaa_nnB,GRG_GHM,string,GHM calculé par le GENRSA,-
T_MCOaa_nnB,GRG_RET,string,Code retour obtenu par GENRSA,-
T_MCOaa_nnB,GRG_VER,string,Groupage GENRSA :Version de la classification,-
T_MCOaa_nnB,INNOV_NUM,string,Numéro d'innovation,-
T_MCOaa_nnB,MACH_TYP_RAD,string,Type de machine en radiothérapie,-
T_MCOaa_nnB,NBR_ACT,number,Nombre de zones d'actes (nA) dans ce RSA ,-
T_MCOaa_nnB,NBR_DGN,number,Nombre de diagnostics associés significatifs (nDAS) dans ce RSA ,-
T_MCOaa_nnB,NBR_RUM,number,Nombre de RUM composant le RSS d'origine (NbRUM) ,-
T_MCOaa_nnB,NBR_SEA,number,Nombre de séances ,-
T_MCOaa_nnB,NBR_SUP_NN1,number,Nombre de suppléments NN1,-
T_MCOaa_nnB,NBR_SUP_NN2,number,Nombre de suppléments NN2,-
T_MCOaa_nnB,NBR_SUP_NN3,number,Nombre de suppléments NN3,-
T_MCOaa_nnB,NBR_SUP_REA,number,Nombre de suppléments pour REA (réanimation),-
T_MCOaa_nnB,NBR_SUP_REP,number,Nombre de suppléments REP (réanimation pédiatrique),-
T_MCOaa_nnB,NBR_SUP_SOI,number,Nombre de suppléments soins intensifs provenant de la réanimation,-
T_MCOaa_nnB,NBR_SUP_SRC,number,Nombre de suppléments pour SRC (surveillance continue) ,-
T_MCOaa_nnB,NBR_SUP_STF,number,Nombre de suppléments pour STF (soins intensifs),-
T_MCOaa_nnB,PAS_LIT_DED,string,Passage dans un lit dédié de soins palliatifs,-
T_MCOaa_nnB,PLO_ACT,string,Type de prestation de prélèvement d'organe,-
T_MCOaa_nnB,POI_NAI,number,Poids d'entrée (en grammes) ,-
T_MCOaa_nnB,RSA_NUM,string,N° d'index du RSA ,-
T_MCOaa_nnB,RSS_NUM,string,Numéro de version du format du RSA,-
T_MCOaa_nnB,RTH_SUP_NBR,number,Nombre de zones de suppléments de radiothérapie (Nb_Rdth),-
T_MCOaa_nnB,SEJ_COD_CONF,string,Confirmation du codage du séjour,-
T_MCOaa_nnB,SEJ_NBJ,number,Durée totale du séjour dans le champ du PMSI (vide si séances) ,-
T_MCOaa_nnB,SEJ_TYP,string,Type de séjour ,-
T_MCOaa_nnB,SEQ_RUM,string,N° séquentiel du RUM ayant fourni le DP,-
T_MCOaa_nnB,SOR_ANN,string,Année de sortie ,-
T_MCOaa_nnB,SOR_DES,string,Destination ,-
T_MCOaa_nnB,SOR_MOD,string,Mode de sortie du champ PMSI-MCO ,-
T_MCOaa_nnB,SOR_MOI,string,Mois de sortie ,-
T_MCOaa_nnB,SUP_ENT_DPA,number,Nombre de suppléments pour les entraînements à la dialyse péritonéale automatisée hors séances,-
T_MCOaa_nnB,SUP_ENT_DPC,number,Nombre de suppléments pour les entraînements à la dialyse péritonéale continue ambulatoire hors séances,-
T_MCOaa_nnB,SUP_ENT_HEM,number,Nombre de suppléments pour les entraînements à l'hémodialyse hors séances,-
T_MCOaa_nnB,SUP_HEM_HS,number,Nombre de suppléments pour hémodialyse hors séances,-
T_MCOaa_nnB,SUP_RAD_PED,number,Nombre de suppléments radiothérapie pédiatrique,-
T_MCOaa_nnB,TAR_SEQ_NUM,string,Numéro séquentiel de tarifs,-
T_MCOaa_nnB,TOP_AVASTIN,string,Top Radiation partielle Avastin ,-
T_MCOaa_nnB,TOP_DEF_CARD,string,Supplément défibrillateur cardiaque,-
T_MCOaa_nnB,TOP_GHS_MIN_SUS,string,Top GHS minoré,-
T_MCOaa_nnB,TOP_VLV_AOR,string,Top valves aortiques percutanées,-
T_MCOaa_nnB,TYP_GEN_RSA,string,Type de génération automatique du RSA,-
T_MCOaa_nnB,UHCD_TOP,string,Top UHCD,-
T_MCOaa_nnC,COH_NAI_RET,string,Code retour contrôle « Cohérence date naissance »,-
T_MCOaa_nnC,COH_SEX_RET,string,Code retour contrôle « Cohérence sexe »,-
T_MCOaa_nnC,DAT_RET,string,Code retour contrôle « date de référence» (date d'entrée),-
T_MCOaa_nnC,ENT_DAT,string,Date d'entrée du séjour PMSI,-
T_MCOaa_nnC,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnC,ETA_NUM_RET,string,Code retour contrôle «N° FINESS d’inscription e-PMSI«,-
T_MCOaa_nnC,EXE_SOI_AMD,string,Date d'entrée du séjour PMSI au format année + mois,-
T_MCOaa_nnC,EXE_SOI_AMF,string,Date de sortie du séjour PMSI au format année + mois,-
T_MCOaa_nnC,EXE_SOI_DTD,date,Date d'entrée du séjour PMSI (date),-
T_MCOaa_nnC,EXE_SOI_DTF,date,Date de sortie du séjour PMSI (date),-
T_MCOaa_nnC,FHO_RET,string,Code retour « fusion ANO HOSP et HOSP PMSI »,-
T_MCOaa_nnC,FOR_NUM,string,N° format,-
T_MCOaa_nnC,HOS_NNE_RET,string,Code retour contrôle « Hospitalisation d'un nouveau-né auprès de la mère »,-
T_MCOaa_nnC,HOS_NN_MAM,string,Hospitalisation d'un nouveau-né auprès de la mère,-
T_MCOaa_nnC,HOS_ORG_RET,string,Code retour contrôle « Hospitalisation pour prélèvement d'organe »,-
T_MCOaa_nnC,HOS_PLO,string,Hospitalisation pour prélèvement d'organe,-
T_MCOaa_nnC,NAI_RET,string,Code retour contrôle « date de naissance »,-
T_MCOaa_nnC,NIR_ANO_17,string,N° anonyme,-
T_MCOaa_nnC,NIR_ANO_MAM,string,N° anonyme mère-enfant,-
T_MCOaa_nnC,NIR_RET,string,Code retour contrôle « n° sécurité sociale »,-
T_MCOaa_nnC,NUM_DAT_AT,string,Numéro accident du travail ou date d’accident de droit commun,-
T_MCOaa_nnC,NUM_DAT_AT_RET,string,Code retour contrôle « Numéro accident du travail ou date d’accident de droit commun«,-
T_MCOaa_nnC,ORG_CPL_NUM,string,N° d’organisme complémentaire,-
T_MCOaa_nnC,ORG_CPL_NUM_RET,string,Code retour contrôle « N° d’organisme complémentaire«,-
T_MCOaa_nnC,PMS_RET,string,Code retour « fusion ANO PMSI et fichier PMSI »,-
T_MCOaa_nnC,RNG_BEN,string,Rang du bénéficiaire ,-
T_MCOaa_nnC,RNG_BEN_RET,string,Code retour contrôle « Rang du bénéficiaire »,-
T_MCOaa_nnC,RNG_NAI,string,Rang de naissance ,-
T_MCOaa_nnC,RNG_NAI_RET,string,Code retour contrôle « Rang de naissance »,-
T_MCOaa_nnC,RSA_NUM,string,N° séquentiel dans fichier PMSI,-
T_MCOaa_nnC,SEJ_MER_RET,string,Code retour contrôle « N° administratif de séjour de la mère »,-
T_MCOaa_nnC,SEJ_NUM,string,N° de séjour,-
T_MCOaa_nnC,SEJ_RET,string,Code retour contrôle « n° d’identification administratif de séjour »,-
T_MCOaa_nnC,SEX_RET,string,Code retour contrôle « sexe »,-
T_MCOaa_nnC,SOR_ANN,string,Année de sortie ,-
T_MCOaa_nnC,SOR_DAT,string,Date de sortie du séjour PMSI,-
T_MCOaa_nnC,SOR_MOI,string,Mois de sortie,-
T_MCOaa_nnC,VID_HOSP_FOR,string,N° format VID-HOSP,-
T_MCOaa_nnCSTC,ENT_DAT,string,Date d'entrée,-
T_MCOaa_nnCSTC,ENT_DAT_RET,string,Code retour contrôle « date de référence» (date d'entrée),-
T_MCOaa_nnCSTC,ETA_NUM,string,N° FINESS,-
T_MCOaa_nnCSTC,EXE_SOI_AMD,string,Date d'entrée au format année + mois,-
T_MCOaa_nnCSTC,EXE_SOI_AMF,string,Date de sortie au format année + mois,-
T_MCOaa_nnCSTC,EXE_SOI_DTD,date,Date d'entrée,-
T_MCOaa_nnCSTC,EXE_SOI_DTF,date,Date de sortie ,-
T_MCOaa_nnCSTC,FAC_AMC_DT,string,Date de facturation AMC,-
T_MCOaa_nnCSTC,FAC_AMC_DT_RET,string,Code retour contrôle « Date de facturation AMC «,-
T_MCOaa_nnCSTC,FAC_AMO_DT,string,Date de facturation AMO,-
T_MCOaa_nnCSTC,FAC_AMO_DT_RET,string,Code retour contrôle « Date de facturation AMO «,-
T_MCOaa_nnCSTC,FAC_RAC_DT,string,Date de facturation patient,-
T_MCOaa_nnCSTC,FAC_RAC_DT_RET,string,Code retour contrôle « Date de facturation patient «,-
T_MCOaa_nnCSTC,IAS_RET,string,Code retour contrôle « n° d'identification administratif de séjour »,-
T_MCOaa_nnCSTC,NAI_RET,string,Code retour contrôle « date de naissance »,-
T_MCOaa_nnCSTC,NBR_REJET_AMO,string,Rejet AMO,-
T_MCOaa_nnCSTC,NBR_REJET_AMO_RET,string,Code retour contrôle « Rejet AMO «,-
T_MCOaa_nnCSTC,NIR_ANO_17,string,N° Anonyme du patient,-
T_MCOaa_nnCSTC,NIR_RET,string,Code retour contrôle « n° sécurité sociale »,-
T_MCOaa_nnCSTC,PAI_AMC_DT,string,Date de paiement AMC,-
T_MCOaa_nnCSTC,PAI_AMC_DT_RET,string,Code retour contrôle « Date de paiement AMC «,-
T_MCOaa_nnCSTC,PAI_AMO_DT,string,Date de paiement AMO,-
T_MCOaa_nnCSTC,PAI_AMO_DT_RET,string,Code retour contrôle « Date de paiement AMO «,-
T_MCOaa_nnCSTC,PAI_RAC_DT,string,Date de paiement patient,-
T_MCOaa_nnCSTC,PAI_RAC_DT_RET,string,Code retour contrôle « Date de paiement patient «,-
T_MCOaa_nnCSTC,PAYS_ASS_PAT,string,Pays d’assurance social,-
T_MCOaa_nnCSTC,PAYS_ASS_PAT_RET,string,Code retour contrôle « Pays d’assurance social «,-
T_MCOaa_nnCSTC,RAC_MNT_PAT,number,Montant total du séjour facturé au patient,-
T_MCOaa_nnCSTC,RAC_MNT_PAT_RET,string,Code retour contrôle « Montant total du séjour facturé au patient «,-
T_MCOaa_nnCSTC,RNG_BEN,string,Rang du bénéficiaire,-
T_MCOaa_nnCSTC,RNG_NAI,string,Rang de naissance,-
T_MCOaa_nnCSTC,SEJ_NUM,string,N° de séjour,-
T_MCOaa_nnCSTC,SEQ_NUM,string,N° séquentiel,-
T_MCOaa_nnCSTC,SEX_RET,string,Code retour contrôle « sexe »,-
T_MCOaa_nnCSTC,SOR_DAT,string,Date de sortie,-
T_MCOaa_nnCSTC,VALID_FAC_AMC,string,Statut FT AMC,-
T_MCOaa_nnCSTC,VALID_FAC_AMC_RET,string,Code retour contrôle « Statut FT AMC «,-
T_MCOaa_nnCSTC,VALID_FAC_AMO,string,Statut FT AMO,-
T_MCOaa_nnCSTC,VALID_FAC_AMO_RET,string,Code retour contrôle « Statut FT AMO «,-
T_MCOaa_nnCSTC,VALID_FAC_RAC,string,Statut FT patient,-
T_MCOaa_nnCSTC,VALID_FAC_RAC_RET,string,Code retour contrôle « Statut FT patient «,-
T_MCOaa_nnD,ASS_DGN,string,Diagnostic associé,-
T_MCOaa_nnD,DGN_ASS_NUM,number,Numero de diag par couple eta_num rsa_num,-
T_MCOaa_nnD,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnD,RSA_NUM,string,N° d'index du RSA ,-
T_MCOaa_nnD,RSS_NUM,string,Numéro de version du format du RSA,-
T_MCOaa_nnDIALP,ANN,string,Année période,-
T_MCOaa_nnDIALP,ETA_NUM,string,N° FINESS,-
T_MCOaa_nnDIALP,ETA_NUM_ENT,string,N° FINESS du fichier d'entrée,-
T_MCOaa_nnDIALP,MOI,string,N° période (mois),-
T_MCOaa_nnDIALP,NBR_PRS,number,Nombre de suppléments DIP,-
T_MCOaa_nnDIALP,PRS_COD,string,Code Prestation,-
T_MCOaa_nnDIALP,PRS_TYP,string,Type de prestation,-
T_MCOaa_nnDIALP,RSA_NUM,string,N° d'index du RSA,-
T_MCOaa_nnDMIP,ANN,string,Année période,-
T_MCOaa_nnDMIP,DAT_POS_ANN,string,Année de la date de pose,-
T_MCOaa_nnDMIP,DELAI,number,Délai entre la date d’entrée du séjour et la date de pose,-
T_MCOaa_nnDMIP,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnDMIP,ETA_NUM_ENT,string,N° FINESS du fichier d'entrée,-
T_MCOaa_nnDMIP,LPP_COD,string,Code LPP (attention blanc devant),-
T_MCOaa_nnDMIP,MOI,string,N° période (mois),-
T_MCOaa_nnDMIP,MOI_POS,string,Mois de la date de pose (si renseginée),-
T_MCOaa_nnDMIP,NBR_POS,number,Nombre posé,-
T_MCOaa_nnDMIP,NBR_POS_PRI,number,Prix d'achat multiplié par le nombre posé,-
T_MCOaa_nnDMIP,PRS_TYP,string,Type de prestation,-
T_MCOaa_nnDMIP,RSA_NUM,string,N° d'index du RSA,-
T_MCOaa_nnDMIP,TIP_PRS_IDE,number,Code LPP (format numérique),NT_LPP
T_MCOaa_nnE,ANN_TRT,string,N° du trimestre PMSI transmis,-
T_MCOaa_nnE,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnE,ETB_EXE_FIN,string,N°FINESS sans clé,-
T_MCOaa_nnE,REG_ETA,string,Région,-
T_MCOaa_nnE,SOC_RAI,string,Raison sociale,-
T_MCOaa_nnE,STA_ETA,string,Statut de l'établissement,-
T_MCOaa_nnE,VAL_ETA,string,Validation des données,-
T_MCOaa_nnFA,AGE_ANN,number,Age (en années),-
T_MCOaa_nnFA,COD_CIV,string,Code civilité ,-
T_MCOaa_nnFA,COD_PEC,string,Code de prise en charge,-
T_MCOaa_nnFA,COD_SEX,string,Sexe,-
T_MCOaa_nnFA,CON_TYP,string,Type de contrat souscrit auprès d'un organisme complémentaire,-
T_MCOaa_nnFA,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnFA,EXO_TM,string,Justification d'exonération du TM,-
T_MCOaa_nnFA,FAC_ETL,string,Etat de liquidation de la facture,-
T_MCOaa_nnFA,GES_COD,string,Code gestion,-
T_MCOaa_nnFA,HON_AM_MNR,number,Total honoraire remboursable AM,-
T_MCOaa_nnFA,HON_MNT,number,Total honoraire Facturé,-
T_MCOaa_nnFA,HON_OC_MNR,number,Total remboursable OC pour les honoraires,-
T_MCOaa_nnFA,NAT_ASS,string,Nature assurance,-
T_MCOaa_nnFA,NIR_ANO_MAM,string,N° anonyme mère-enfant,-
T_MCOaa_nnFA,NOE_RGM,string,Code Gd régime,-
T_MCOaa_nnFA,NUM_DAT_AT,string,Numéro accident du travail ou date d’accident de droit commun,-
T_MCOaa_nnFA,NUM_FAC,string,N° séquentiel de facture,-
T_MCOaa_nnFA,OPE_NAT,string,Nature opération,-
T_MCOaa_nnFA,ORG_CPL_NUM,string,N° d’organisme complémentaire,-
T_MCOaa_nnFA,PAS_OC_MNT,number,Total participation assuré avant OC,-
T_MCOaa_nnFA,PAT_CMU,string,Patient bénéficiaire de la CMU,-
T_MCOaa_nnFA,PH_AMO_MNR,number,Total remboursable AMO Prestation hospitalières,-
T_MCOaa_nnFA,PH_BRM,number,Total Base Remboursement Prestation hospitalière,-
T_MCOaa_nnFA,PH_MNT,number,Montant total facturé pour  PH,-
T_MCOaa_nnFA,PH_OC_MNR,number,Total remboursable OC pour les PH,-
T_MCOaa_nnFA,RNG_BEN,string,Rang de bénéficiaire,-
T_MCOaa_nnFA,RNG_NAI,string,Rang de naissance,-
T_MCOaa_nnFA,RSA_NUM,string, N° séquentiel (le même que pour les RSA),-
T_MCOaa_nnFA,RSF_TYP,string,"Type de format RSF (1 : ancien, 2 : nouveau)",-
T_MCOaa_nnFA,SOR_ANN,string,Année de sortie,-
T_MCOaa_nnFA,SOR_MOI,string,Mois de sortie,-
T_MCOaa_nnFA,TYP_ART,string,Type d'enregistrement,-
T_MCOaa_nnFASTC,AGE_ANN,number,Age (en années),-
T_MCOaa_nnFASTC,BDI_COD,string,Code géographique de résidence,-
T_MCOaa_nnFASTC,BDI_DEP,string,Code département de résidence,-
T_MCOaa_nnFASTC,COD_CIV,string,Code civilité ,-
T_MCOaa_nnFASTC,COD_SEX,string,Sexe ,-
T_MCOaa_nnFASTC,CTR_TYP,string,Type de contrat souscrit auprès d'un organisme complémentaire,-
T_MCOaa_nnFASTC,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnFASTC,ETA_NUM_GEO,string,Numéro FINESS géographique,-
T_MCOaa_nnFASTC,EXO_TM,string,Justification d'exonération du TM ,-
T_MCOaa_nnFASTC,FIDES_TOP,string,Valorisé par FIDES,-
T_MCOaa_nnFASTC,GES_COD,string,Code gestion,-
T_MCOaa_nnFASTC,HON_AM_MNR,number,Total honoraire remboursable AM ,-
T_MCOaa_nnFASTC,HON_MNT,number,Total honoraire Facturé ,-
T_MCOaa_nnFASTC,HON_OC_MNR,number,Total remboursable OC pour les honoraires ,-
T_MCOaa_nnFASTC,NAT_ASS,string,Nature assurance ,-
T_MCOaa_nnFASTC,NOE_RGM,string,Code Gd régime ,-
T_MCOaa_nnFASTC,NON_SEJ_FAC_AM,string,Motif de la non facturation à l'assurance maladie,-
T_MCOaa_nnFASTC,NUM_DAT_AT,string,Numéro accident du travail ou date d’accident de droit commun,-
T_MCOaa_nnFASTC,NUM_FAC,string,N° Facture séquentiel,-
T_MCOaa_nnFASTC,OPE_NAT,string,Nature opération ,-
T_MCOaa_nnFASTC,ORG_CPL_NUM,string,N° d’organisme complémentaire,-
T_MCOaa_nnFASTC,PAS_OC_MNT,number,Total participation assuré avant OC ,-
T_MCOaa_nnFASTC,PAT_CMU,string,Patient bénéficiaire de la CMU,-
T_MCOaa_nnFASTC,PH_AMO_MNR,number,Total remboursable AMO Prestation hospitalières ,-
T_MCOaa_nnFASTC,PH_BRM,number,Total Base Remboursement Prestation hospitalière ,-
T_MCOaa_nnFASTC,PH_MNT,number,Montant total facturé pour PH ,-
T_MCOaa_nnFASTC,PH_OC_MNR,number,Total remboursable OC pour les PH ,-
T_MCOaa_nnFASTC,PS_IND,string,Indicateur du parcours de soins,-
T_MCOaa_nnFASTC,RNG_BEN,string,Rang de bénéficiaire,-
T_MCOaa_nnFASTC,RNG_NAI,string,Rang de naissance,-
T_MCOaa_nnFASTC,RSF_TYP,string,"Type de format RSF (1 : ancien, 2 : nouveau)",-
T_MCOaa_nnFASTC,SEJ_FAC_AM,string,Séjour facturable à l’assurance maladie,-
T_MCOaa_nnFASTC,SEQ_NUM,string,N° séquentiel,-
T_MCOaa_nnFASTC,SOR_ANN,string,Année de sortie,-
T_MCOaa_nnFASTC,SOR_MOI,string,Mois de sortie,-
T_MCOaa_nnFASTC,TYP_ART,string,Type d'enregistrement,-
T_MCOaa_nnFB,ACT_COD,string,Code acte,-
T_MCOaa_nnFB,ACT_COE,number,Coefficient,-
T_MCOaa_nnFB,ACT_NBR,number,Quantité,-
T_MCOaa_nnFB,AMC_MNR,number,Montant remboursable par l'organisme complémentaire (AMC),-
T_MCOaa_nnFB,AMO_MNR,number,Montant Remboursable par la caisse (AMO),-
T_MCOaa_nnFB,DEL_DAT_ENT,number,Délai par rapport à la date d'entrée,-
T_MCOaa_nnFB,ETA_NUM,string,Numéro FINESS e-PMSI,-
T_MCOaa_nnFB,ETE_GHS_NUM,number,N° GHS (format num),-
T_MCOaa_nnFB,EXO_TM,string,Justification exonération TM,-
T_MCOaa_nnFB,FAC_MNT,number,Montant total de la dépense,-
T_MCOaa_nnFB,FJ_COD_PEC,string,Code de prise en charge FJ,-
T_MCOaa_nnFB,GHS_NUM,string,N° GHS,-
T_MCOaa_nnFB,MCO_COE,number,Coefficient MCO,-
T_MCOaa_nnFB,NOE_MNR,number,Montant remboursé NOEMIE Retour,-
T_MCOaa_nnFB,NOE_OPE,string,Nature opération récupération NOEMIE Retour,-
T_MCOaa_nnFB,NUM_FAC,string,N° séquentiel de facture,-
T_MCOaa_nnFB,PRI_UNI,number,Prix Unitaire,-
T_MCOaa_nnFB,PSH_DMT,string,Discipline de prestation (ex DMT),-
T_MCOaa_nnFB,PSH_MDT,string,Mode de traitement,-
